"","state","date","cumul_partial","cumul_full","total","pop","perc_vax1","perc_vax2","perc_reg","perc_pop","diff_vax2","diff_vax1","diff_reg","diff_pop"
"658","Kelantan","2021-07-09",254094,183040,677940,1906700,0.133263754130173,0.0959983217076625,0.355556721036346,1,0.0959983217076625,0.0372654324225101,0.222292966906173,0.644443278963654
"659","Kelantan","2021-07-10",254765,183579,683982,1906700,0.133615671054702,0.0962810090732679,0.358725546756176,1,0.0962810090732679,0.0373346619814339,0.225109875701474,0.641274453243824
"660","Kelantan","2021-07-11",261450,188101,689538,1906700,0.137121728641108,0.0986526459327634,0.361639481827241,1,0.0986526459327634,0.0384690827083442,0.224517753186133,0.638360518172759
"661","Kelantan","2021-07-12",271214,192718,694661,1906700,0.142242618136047,0.10107410709603,0.364326322966382,1,0.10107410709603,0.0411685110400168,0.222083704830335,0.635673677033618
"662","Kelantan","2021-07-13",283477,196742,699580,1906700,0.148674149053338,0.103184559710495,0.366906172969004,1,0.103184559710495,0.0454895893428437,0.218232023915666,0.633093827030996
"663","Kelantan","2021-07-14",297136,199840,704537,1906700,0.155837835002885,0.104809356479782,0.369505952693135,1,0.104809356479782,0.0510284785231027,0.21366811769025,0.630494047306865
"664","Kelantan","2021-07-15",312800,201941,709972,1906700,0.164053075995175,0.105911260292652,0.372356427335186,1,0.105911260292652,0.0581418157025227,0.208303351340012,0.627643572664814
"665","Kelantan","2021-07-16",314581,202352,714395,1906700,0.164987150574291,0.106126815964756,0.374676142025489,1,0.106126815964756,0.0588603346095348,0.209688991451198,0.625323857974511
"666","Kelantan","2021-07-17",316175,202934,718879,1906700,0.165823149944931,0.106432055383647,0.377027849163476,1,0.106432055383647,0.0593910945612839,0.211204699218545,0.622972150836524
"667","Kelantan","2021-07-18",330606,204841,724195,1906700,0.17339172392091,0.107432212723554,0.379815912309225,1,0.107432212723554,0.0659595111973567,0.206424188388315,0.620184087690775
"668","Kelantan","2021-07-19",342524,210354,728346,1906700,0.17964231394556,0.110323595741333,0.381992972150836,1,0.110323595741333,0.0693187182042272,0.202350658205276,0.618007027849164
"669","Kelantan","2021-07-20",342582,210360,731095,1906700,0.179672732994178,0.110326742539466,0.38343473016206,1,0.110326742539466,0.0693459904547123,0.203761997167882,0.61656526983794
"670","Kelantan","2021-07-21",343672,210931,734365,1906700,0.180244401321655,0.110626212828447,0.38514973514449,1,0.110626212828447,0.0696181884932082,0.204905333822835,0.61485026485551
"671","Kelantan","2021-07-22",355678,214180,735410,1906700,0.186541144385588,0.112330204017412,0.385697802485971,1,0.112330204017412,0.0742109403681754,0.199156658100383,0.614302197514029
"672","Kelantan","2021-07-23",356475,215001,740335,1906700,0.186959144070908,0.112760790895264,0.388280799286726,1,0.112760790895264,0.0741983531756438,0.201321655215818,0.611719200713274
"673","Kelantan","2021-07-24",356814,215446,746607,1906700,0.187136938165417,0.112994178423454,0.391570252268317,1,0.112994178423454,0.0741427597419625,0.2044333141029,0.608429747731683
"674","Kelantan","2021-07-25",368559,222130,755860,1906700,0.193296795510568,0.116499711543504,0.396423139455604,1,0.116499711543504,0.0767970839670635,0.203126343945036,0.603576860544396
"675","Kelantan","2021-07-26",386069,228155,764735,1906700,0.20248020139508,0.119659621335291,0.401077778360518,1,0.119659621335291,0.0828205800597892,0.198597576965438,0.598922221639482
"676","Kelantan","2021-07-27",403892,235719,772350,1906700,0.211827765248859,0.123626684848167,0.405071589657523,1,0.123626684848167,0.0882010804006923,0.193243824408664,0.594928410342477
"677","Kelantan","2021-07-28",423236,241863,781494,1906700,0.221973042429328,0.126849006136256,0.409867310012063,1,0.126849006136256,0.0951240362930718,0.187894267582735,0.590132689987937
"678","Kelantan","2021-07-29",441839,248130,788084,1906700,0.231729690040384,0.13013583678607,0.413323543294698,1,0.13013583678607,0.101593853254314,0.181593853254314,0.586676456705302
"679","Kelantan","2021-07-30",444156,248154,792752,1906700,0.232944878586039,0.130148423978602,0.415771752242094,1,0.130148423978602,0.102796454607437,0.182826873656055,0.584228247757906
"680","Kelantan","2021-07-31",447396,248814,796795,1906700,0.234644149577805,0.130494571773221,0.417892169717313,1,0.130494571773221,0.104149577804584,0.183248020139508,0.582107830282687
"681","Kelantan","2021-08-01",467292,254718,801076,1906700,0.2450789321865,0.133591021135994,0.420137410185137,1,0.133591021135994,0.111487911050506,0.175058477998636,0.579862589814863
"682","Kelantan","2021-08-02",488512,264757,805820,1906700,0.256208108249856,0.138856138878691,0.422625478575549,1,0.138856138878691,0.117351969371165,0.166417370325694,0.577374521424451
"683","Kelantan","2021-08-03",509560,275959,810524,1906700,0.267247076100068,0.144731210992815,0.425092568311743,1,0.144731210992815,0.122515865107253,0.157845492211675,0.574907431688257
"684","Kelantan","2021-08-04",530109,288993,814910,1906700,0.278024335238894,0.151567105470184,0.427392877746893,1,0.151567105470184,0.12645722976871,0.149368542507998,0.572607122253108
"685","Kelantan","2021-08-05",549381,303816,818450,1906700,0.288131850841769,0.159341270257513,0.429249488645303,1,0.159341270257513,0.128790580584256,0.141117637803535,0.570750511354697
"686","Kelantan","2021-08-06",552414,305512,822214,1906700,0.289722557297949,0.160230765196413,0.431223580007343,1,0.160230765196413,0.129491792101537,0.141501022709393,0.568776419992657
"687","Kelantan","2021-08-07",560272,306558,825734,1906700,0.293843813919337,0.160779357004248,0.433069701578644,1,0.160779357004248,0.133064456915089,0.139225887659307,0.566930298421356
"688","Kelantan","2021-08-08",570729,320064,832626,1906700,0.299328158598626,0.167862799601406,0.436684323700635,1,0.167862799601406,0.13146535899722,0.137356165102009,0.563315676299365
"689","Kelantan","2021-08-09",582820,332359,839561,1906700,0.305669481302774,0.174311113442073,0.440321497875911,1,0.174311113442073,0.131358367860702,0.134652016573137,0.559678502124089
"690","Kelantan","2021-08-10",585010,332452,845668,1906700,0.306818062621283,0.174359888813133,0.443524413908848,1,0.174359888813133,0.13245817380815,0.136706351287565,0.556475586091152
"691","Kelantan","2021-08-11",604970,333945,852292,1906700,0.317286411076729,0.175142917081869,0.446998479047569,1,0.175142917081869,0.14214349399486,0.12971206797084,0.553001520952431
"692","Kelantan","2021-08-12",618022,345586,857478,1906700,0.324131745948497,0.18124822992605,0.449718361567105,1,0.18124822992605,0.142883516022447,0.125586615618608,0.550281638432895
"693","Kelantan","2021-08-13",619031,346371,860612,1906700,0.32466093250118,0.181659936015105,0.45136203912519,1,0.181659936015105,0.143000996486075,0.12670110662401,0.54863796087481
"694","Kelantan","2021-08-14",619730,346646,866752,1906700,0.325027534483663,0.181804164262863,0.454582262547858,1,0.181804164262863,0.1432233702208,0.129554728064195,0.545417737452143
"695","Kelantan","2021-08-15",629314,357917,874541,1906700,0.330054020034615,0.187715424555515,0.458667330990717,1,0.187715424555515,0.1423385954791,0.128613310956102,0.541332669009283
"696","Kelantan","2021-08-16",639729,374571,880914,1906700,0.335516337126973,0.196449887239734,0.462009755074212,1,0.196449887239734,0.13906644988724,0.126493417947239,0.537990244925788
"697","Kelantan","2021-08-17",650280,391346,886769,1906700,0.341049981643678,0.205247810352966,0.465080505585567,1,0.205247810352966,0.135802171290712,0.124030523941889,0.534919494414433
"698","Kelantan","2021-08-18",661158,409516,892839,1906700,0.346755126658625,0.214777364032097,0.46826401636335,1,0.214777364032097,0.131977762626527,0.121508889704725,0.53173598363665
"699","Kelantan","2021-08-19",671759,427526,898020,1906700,0.352314994493103,0.224223003094352,0.470981276551109,1,0.224223003094352,0.128091991398752,0.118666282058006,0.529018723448891
"700","Kelantan","2021-08-20",672678,429742,902658,1906700,0.352796979073792,0.225385220538102,0.473413751507841,1,0.225385220538102,0.12741175853569,0.120616772434048,0.526586248492159
"701","Kelantan","2021-08-21",673586,433362,907470,1906700,0.353273194524571,0.227283788744952,0.475937483610426,1,0.227283788744952,0.125989405779619,0.122664289085855,0.524062516389574
"702","Kelantan","2021-08-22",677484,452813,912727,1906700,0.355317564378245,0.237485183825458,0.478694603241202,1,0.237485183825458,0.117832380552788,0.123377038862957,0.521305396758798
"703","Kelantan","2021-08-23",684020,473137,917808,1906700,0.358745476477684,0.2481444380343,0.481359416793413,1,0.2481444380343,0.110601038443384,0.122613940315729,0.518640583206587
"704","Kelantan","2021-08-24",693616,493360,924274,1906700,0.363778255624902,0.258750721141239,0.484750616247968,1,0.258750721141239,0.105027534483663,0.120972360623066,0.515249383752032
"705","Kelantan","2021-08-25",706562,512753,933275,1906700,0.370567997062988,0.268921697173126,0.489471337913673,1,0.268921697173126,0.101646299889862,0.118903340850684,0.510528662086327
"706","Kelantan","2021-08-26",719651,532055,941231,1906700,0.377432737189909,0.279044946766665,0.493643992237898,1,0.279044946766665,0.0983877904232444,0.116211255047989,0.506356007762102
"707","Kelantan","2021-08-27",725537,534899,947229,1906700,0.380519746158284,0.280536529081659,0.496789741438087,1,0.280536529081659,0.0999832170766245,0.116269995279803,0.503210258561913
"708","Kelantan","2021-08-28",735233,542687,952650,1906700,0.38560497194105,0.284621073058163,0.499632873551162,1,0.284621073058163,0.100983898882887,0.114027901610112,0.500367126448838
"709","Kelantan","2021-08-29",753770,553123,958721,1906700,0.395327004772644,0.290094403943987,0.502816908795301,1,0.290094403943987,0.105232600828657,0.107489904022657,0.497183091204699
"710","Kelantan","2021-08-30",776292,564393,963606,1906700,0.407139036030839,0.296005139770284,0.505378926941837,1,0.296005139770284,0.111133896260555,0.0982398909109981,0.494621073058163
"711","Kelantan","2021-08-31",792145,565683,966985,1906700,0.415453401164315,0.296681701368857,0.507151098757015,1,0.296681701368857,0.118771699795458,0.0916976975926994,0.492848901242985
"712","Kelantan","2021-09-01",811026,584797,970908,1906700,0.425355850422195,0.306706351287565,0.509208580269576,1,0.306706351287565,0.118649499134631,0.0838527298473803,0.490791419730424
"713","Kelantan","2021-09-02",834054,596313,975008,1906700,0.437433261656265,0.312746105837311,0.511358892327057,1,0.312746105837311,0.124687155818954,0.0739256306707925,0.488641107672943
"714","Kelantan","2021-09-03",842492,596866,978310,1906700,0.441858708763833,0.313036135731893,0.513090680232863,1,0.313036135731893,0.12882257303194,0.0712319714690303,0.486909319767137
"715","Kelantan","2021-09-04",856022,597587,981692,1906700,0.448954738553522,0.313414275974196,0.514864425447108,1,0.313414275974196,0.135540462579326,0.0659096868935857,0.485135574552892
"716","Kelantan","2021-09-05",869641,606273,985603,1906700,0.456097445848849,0.317969790737924,0.516915613363403,1,0.317969790737924,0.138127655110925,0.0608181675145539,0.483084386636597
"717","Kelantan","2021-09-06",885749,615552,989164,1906700,0.464545549902974,0.322836314050454,0.518783238055279,1,0.322836314050454,0.14170923585252,0.054237688152305,0.481216761944721
"718","Kelantan","2021-09-07",902458,624990,992185,1906700,0.473308858236744,0.327786227513505,0.520367650915194,1,0.327786227513505,0.145522630723239,0.0470587926784496,0.479632349084806
"719","Kelantan","2021-09-08",915017,634813,995673,1906700,0.479895631195259,0.332938060523417,0.52219698956312,1,0.332938060523417,0.146957570671841,0.0423013583678608,0.47780301043688
"720","Kelantan","2021-09-09",927080,644215,998502,1906700,0.486222268841454,0.337869093197671,0.523680704882782,1,0.337869093197671,0.148353175643782,0.0374584360413279,0.476319295117218
"721","Kelantan","2021-09-10",930885,644640,999970,1906700,0.488217863324068,0.338091991398752,0.524450621492631,1,0.338091991398752,0.150125871925316,0.0362327581685635,0.475549378507369
"722","Kelantan","2021-09-11",934931,645244,1001785,1906700,0.490339854198353,0.338408769077464,0.525402527927833,1,0.338408769077464,0.151931085120889,0.0350626737294803,0.474597472072167
"723","Kelantan","2021-09-12",940342,649006,1003531,1906700,0.493177741647873,0.340381811506792,0.526318246184507,1,0.340381811506792,0.152795930141081,0.033140504536634,0.473681753815493
"724","Kelantan","2021-09-13",945650,654478,1005262,1906700,0.495961609062779,0.343251691403996,0.527226097445849,1,0.343251691403996,0.152709917658782,0.0312644883830702,0.472773902554151
"725","Kelantan","2021-09-14",951881,664526,1007066,1906700,0.499229558923795,0.348521529343893,0.528172234751141,1,0.348521529343893,0.150708029579902,0.0289426758273457,0.471827765248859
"726","Kelantan","2021-09-15",958697,677348,1009193,1906700,0.502804321602769,0.355246236953899,0.529287774689254,1,0.355246236953899,0.14755808464887,0.0264834530864845,0.470712225310746
"727","Kelantan","2021-09-16",961186,683254,1010732,1906700,0.504109718361567,0.358343735249384,0.530094928410342,1,0.358343735249384,0.145765983112183,0.0259852100487753,0.469905071589658
"728","Kelantan","2021-09-17",962574,689391,1012106,1906700,0.504837677662978,0.361562385272985,0.530815545182777,1,0.361562385272985,0.143275292389993,0.0259778675197986,0.469184454817223
"729","Kelantan","2021-09-18",965057,698735,1013623,1906700,0.506139927623643,0.366462998898621,0.531611160644045,1,0.366462998898621,0.139676928725022,0.0254712330204018,0.468388839355955
"730","Kelantan","2021-09-19",969487,718152,1015853,1906700,0.508463313578434,0.37664656212304,0.532780720616772,1,0.37664656212304,0.131816751455394,0.0243174070383384,0.467219279383228
"731","Kelantan","2021-09-20",977857,738408,1018466,1906700,0.512853096973829,0.387270152619709,0.53415115120365,1,0.387270152619709,0.12558294435412,0.0212980542298212,0.46584884879635
"732","Kelantan","2021-09-21",988067,752302,1020829,1906700,0.518207898463314,0.394557088162794,0.535390465201657,1,0.394557088162794,0.123650810300519,0.0171825667383437,0.464609534798343
"733","Kelantan","2021-09-22",999264,770769,1023667,1906700,0.52408034824566,0.404242408349504,0.536878900718519,1,0.404242408349504,0.119837939896156,0.0127985524728589,0.463121099281481
"734","Kelantan","2021-09-23",1009947,792352,1026155,1906700,0.529683222321288,0.4155619656999,0.538183773010961,1,0.4155619656999,0.114121256621388,0.00850055068967326,0.461816226989039
"735","Kelantan","2021-09-24",1014342,799687,1028174,1906700,0.531988251953637,0.41940892641737,0.539242670582682,1,0.41940892641737,0.112579325536267,0.00725441862904497,0.460757329417318
"736","Kelantan","2021-09-25",1021352,813311,1030862,1906700,0.535664761105575,0.426554256044475,0.540652436146221,1,0.426554256044475,0.1091105050611,0.00498767504064623,0.459347563853779
"737","Kelantan","2021-09-26",1035060,826029,1034429,1906700,0.54285414590654,0.433224419153511,0.54252320763623,1,0.433224419153511,0.109629726753029,-0.000330938270309944,0.45747679236377
"738","Kelantan","2021-09-27",1050710,839769,1038051,1906700,0.551062044369854,0.440430586877852,0.544422824775791,1,0.440430586877852,0.110631457492002,-0.006639219594063,0.455577175224209
"739","Kelantan","2021-09-28",1065742,855999,1041386,1906700,0.558945822625479,0.448942675827346,0.546171920071327,1,0.448942675827346,0.110003146798133,-0.0127739025541511,0.453828079928673
"740","Kelantan","2021-09-29",1082056,869246,1044200,1906700,0.567501966748833,0.455890281638433,0.547647768395657,1,0.455890281638433,0.1116116851104,-0.0198541983531756,0.452352231604343
"741","Kelantan","2021-09-30",1097307,881819,1046924,1906700,0.575500603136309,0.462484397125924,0.549076414747994,1,0.462484397125924,0.113016206010384,-0.0264241883883148,0.450923585252006
"742","Kelantan","2021-10-01",1099756,885014,1048332,1906700,0.576785021240887,0.464160067131693,0.549814863376514,1,0.464160067131693,0.112624954109194,-0.026970157864373,0.450185136623486
"743","Kelantan","2021-10-02",1102468,888982,1049733,1906700,0.578207373996958,0.466241149630251,0.550549640740546,1,0.466241149630251,0.111966224366707,-0.0276577332564116,0.449450359259454
"744","Kelantan","2021-10-03",1112384,894429,1051458,1906700,0.58340798237793,0.469097917868569,0.551454345203755,1,0.469097917868569,0.114310064509362,-0.0319536371741753,0.448545654796245
"745","Kelantan","2021-10-04",1123324,900699,1053117,1906700,0.589145644306918,0.472386321917449,0.552324434887502,1,0.472386321917449,0.116759322389469,-0.0368212094194158,0.447675565112498
"746","Kelantan","2021-10-05",1131403,906695,1054641,1906700,0.593382807992867,0.475531022184927,0.553123721613259,1,0.475531022184927,0.11785178580794,-0.0402590863796087,0.446876278386741
"747","Kelantan","2021-10-06",1137174,913836,1056057,1906700,0.596409503330361,0.479276236429433,0.553866365972623,1,0.479276236429433,0.117133266900928,-0.0425431373577385,0.446133634027377
"748","Kelantan","2021-10-07",1141670,916760,1057262,1906700,0.598767504064614,0.480809776052866,0.55449834793098,1,0.480809776052866,0.117957728011748,-0.044269156133634,0.44550165206902
"749","Kelantan","2021-10-08",1142162,917646,1058069,1906700,0.599025541511512,0.481274453243824,0.554921592279855,1,0.481274453243824,0.117751088267688,-0.0441039492316567,0.445078407720145
"750","Kelantan","2021-10-09",1142711,919114,1058838,1906700,0.599313473540672,0.482044369853674,0.555324906907222,1,0.482044369853674,0.117269103686998,-0.0439885666334504,0.444675093092778
"751","Kelantan","2021-10-10",1145562,925910,1060039,1906700,0.600808727120155,0.485608643205538,0.555954791000157,1,0.485608643205538,0.115200083914617,-0.0448539361199979,0.444045208999843
"752","Kelantan","2021-10-11",1148568,935655,1061215,1906700,0.602385272984738,0.490719567839723,0.556571563434206,1,0.490719567839723,0.111665705145015,-0.0458137095505323,0.443428436565794
"753","Kelantan","2021-10-12",1150877,946953,1062380,1906700,0.603596265799549,0.496644988723973,0.557182566738344,1,0.496644988723973,0.106951277075576,-0.0464136990612052,0.442817433261656
"754","Kelantan","2021-10-13",1153459,958853,1063554,1906700,0.604950437929407,0.502886138354225,0.557798290239681,1,0.502886138354225,0.102064299575182,-0.0471521476897258,0.442201709760319
"755","Kelantan","2021-10-14",1155566,969898,1064570,1906700,0.60605548854041,0.508678869250538,0.558331148056852,1,0.508678869250538,0.0973766192898725,-0.047724340483558,0.441668851943148
"756","Kelantan","2021-10-15",1156222,973537,1065481,1906700,0.606399538469607,0.510587402318141,0.558808936906697,1,0.510587402318141,0.0958121361514659,-0.0475906015629097,0.441191063093303
"757","Kelantan","2021-10-16",1156622,977696,1066355,1906700,0.606609325011801,0.512768657890596,0.55926732050139,1,0.512768657890596,0.0938406671212042,-0.0473420045104107,0.44073267949861
"758","Kelantan","2021-10-17",1158313,991844,1067373,1906700,0.607496197618923,0.520188807887974,0.559801227251272,1,0.520188807887974,0.0873073897309488,-0.0476949703676509,0.440198772748728
"759","Kelantan","2021-10-18",1160121,1008720,1068487,1906700,0.608444432789637,0.52903970210311,0.56038548277128,1,0.52903970210311,0.0794047306865264,-0.0480589500183564,0.43961451722872
"760","Kelantan","2021-10-19",1160822,1014804,1069250,1906700,0.60881208370483,0.53223055540987,0.560785650600514,1,0.53223055540987,0.0765815282949599,-0.0480264331043163,0.439214349399486
"761","Kelantan","2021-10-20",1162426,1033405,1070106,1906700,0.609653327739026,0.541986154088215,0.561234593800808,1,0.541986154088215,0.0676671736508103,-0.0484187339382179,0.438765406199192
"762","Kelantan","2021-10-21",1164042,1048759,1070984,1906700,0.610500865369487,0.550038810510306,0.561695075260922,1,0.550038810510306,0.0604620548591808,-0.0488057901085646,0.438304924739078
"763","Kelantan","2021-10-22",1164231,1051600,1071571,1906700,0.610599989510673,0.551528819426234,0.562002937011591,1,0.551528819426234,0.0590711700844391,-0.0485970524990822,0.437997062988409
"764","Kelantan","2021-10-23",1164555,1054725,1072205,1906700,0.610769916609849,0.553167776787119,0.562335448680967,1,0.553167776787119,0.0576021398227303,-0.0484344679288824,0.437664551319033
"765","Kelantan","2021-10-24",1165961,1065695,1072879,1906700,0.611507316305659,0.558921172706771,0.562688939004563,1,0.558921172706771,0.0525861435988881,-0.0488183773010962,0.437311060995437
"766","Kelantan","2021-10-25",1167329,1078155,1073641,1906700,0.61222478627996,0.565456023496093,0.563088582367441,1,0.565456023496093,0.0467687627838674,-0.049136203912519,0.436911417632559
"767","Kelantan","2021-10-26",1168752,1089950,1074436,1906700,0.612971101903813,0.571642104159018,0.56350553312005,1,0.571642104159018,0.0413289977447947,-0.0494655687837625,0.43649446687995
"768","Kelantan","2021-10-27",1170030,1100651,1075044,1906700,0.613641369906121,0.577254418629045,0.563824408664184,1,0.577254418629045,0.0363869512770756,-0.0498169612419364,0.436175591335816
"769","Kelantan","2021-10-28",1171590,1107245,1075663,1906700,0.614459537420674,0.580712749777102,0.564149053338228,1,0.580712749777102,0.0337467876435728,-0.0503104840824461,0.435850946661772
"770","Kelantan","2021-10-29",1171677,1107831,1076117,1906700,0.614505165993601,0.581020087061415,0.564387161063618,1,0.581020087061415,0.0334850789321864,-0.0501180049299838,0.435612838936382
"771","Kelantan","2021-10-30",1171863,1108265,1076703,1906700,0.614602716735721,0.581247705459695,0.564694498347931,1,0.581247705459695,0.0333550112760267,-0.0499082183877905,0.435305501652069
"772","Kelantan","2021-10-31",1171940,1108474,NA,1906700,0.614643100645094,0.581357318927991,NA,1,0.581357318927991,0.0332857817171028,NA,NA
"773","Kelantan","2021-11-01",1172693,1113031,1077374,1906700,0.615038023810773,0.583747312109928,0.56504641527246,1,0.583747312109928,0.0312907117008444,-0.0499916085383123,0.43495358472754
"774","Kelantan","2021-11-02",1173357,1115668,1077877,1906700,0.615386269470813,0.585130329889338,0.565310221849268,1,0.585130329889338,0.0302559395814759,-0.0500760476215451,0.434689778150732
"775","Kelantan","2021-11-03",1174083,1118403,1077877,1906700,0.615767032044894,0.586564745371584,0.565310221849268,1,0.586564745371584,0.0292022866733099,-0.050456810195626,0.434689778150732
"776","Kelantan","2021-11-04",1174358,1119128,1078255,1906700,0.615911260292652,0.58694498347931,0.565508470131641,1,0.58694498347931,0.0289662768133424,-0.0504027901610111,0.434491529868359
"777","Kelantan","2021-11-05",1174395,1119419,1078255,1906700,0.615930665547805,0.587097603188755,0.565508470131641,1,0.587097603188755,0.0288330623590496,-0.050422195416164,0.434491529868359
"778","Kelantan","2021-11-06",1174529,1119823,NA,1906700,0.61600094403944,0.587309487596371,NA,1,0.587309487596371,0.0286914564430691,NA,NA
"779","Kelantan","2021-11-07",1175054,1121792,NA,1906700,0.616276288876069,0.588342161850317,NA,1,0.588342161850317,0.0279341270257513,NA,NA
"780","Kelantan","2021-11-08",1175635,1123873,NA,1906700,0.616581003828604,0.589433576336078,NA,1,0.589433576336078,0.0271474274925263,NA,NA
"781","Kelantan","2021-11-09",1176202,1125105,NA,1906700,0.616878376252163,0.590079718886033,NA,1,0.590079718886033,0.02679865736613,NA,NA
"782","Kelantan","2021-11-10",1176713,1126780,NA,1906700,0.617146378559815,0.590958200031468,NA,1,0.590958200031468,0.0261881785283474,NA,NA
"783","Kelantan","2021-11-11",1176930,1127473,NA,1906700,0.617260187758955,0.591321655215818,NA,1,0.591321655215818,0.0259385325431374,NA,NA
"784","Klang valley","2021-02-24",60,0,NA,8421700,7.12445230772884e-06,0,NA,1,0,7.12445230772884e-06,NA,NA
"785","Klang valley","2021-02-25",696,0,NA,8421700,8.26436467696546e-05,0,NA,1,0,8.26436467696546e-05,NA,NA
"786","Klang valley","2021-02-26",1319,0,NA,8421700,0.000156619209898239,0,NA,1,0,0.000156619209898239,NA,NA
"787","Klang valley","2021-02-27",1627,0,NA,8421700,0.000193191398411247,0,NA,1,0,0.000193191398411247,NA,NA
"788","Klang valley","2021-02-28",1844,1,NA,8421700,0.000218958167590866,1.18740871795481e-07,NA,1,1.18740871795481e-07,0.000218839426719071,NA,NA
"789","Klang valley","2021-03-01",5239,2,NA,8421700,0.000622083427336524,2.37481743590961e-07,NA,1,2.37481743590961e-07,0.000621845945592933,NA,NA
"790","Klang valley","2021-03-02",9265,2,NA,8421700,0.00110013417718513,2.37481743590961e-07,NA,1,2.37481743590961e-07,0.00109989669544154,NA,NA
"791","Klang valley","2021-03-03",14420,2,NA,8421700,0.00171224337129083,2.37481743590961e-07,NA,1,2.37481743590961e-07,0.00171200588954724,NA,NA
"792","Klang valley","2021-03-04",19646,5,NA,8421700,0.00233278316729401,5.93704358977404e-07,NA,1,5.93704358977404e-07,0.00233218946293504,NA,NA
"793","Klang valley","2021-03-05",22596,5,NA,8421700,0.00268306873909068,5.93704358977404e-07,NA,1,5.93704358977404e-07,0.00268247503473171,NA,NA
"794","Klang valley","2021-03-06",25677,5,NA,8421700,0.00304890936509256,5.93704358977404e-07,NA,1,5.93704358977404e-07,0.00304831566073358,NA,NA
"795","Klang valley","2021-03-07",26027,5,NA,8421700,0.00309046867022098,5.93704358977404e-07,NA,1,5.93704358977404e-07,0.003089874965862,NA,NA
"796","Klang valley","2021-03-08",31803,12,NA,8421700,0.00377631594571167,1.42489046154577e-06,NA,1,1.42489046154577e-06,0.00377489105525013,NA,NA
"797","Klang valley","2021-03-09",39342,59,NA,8421700,0.0046715033781778,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00466449766674187,NA,NA
"798","Klang valley","2021-03-10",48383,59,NA,8421700,0.00574503960008074,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00573803388864481,NA,NA
"799","Klang valley","2021-03-11",58614,59,NA,8421700,0.00695987745942031,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00695287174798437,NA,NA
"800","Klang valley","2021-03-12",65561,59,NA,8421700,0.00778477029578351,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00777776458434758,NA,NA
"801","Klang valley","2021-03-13",68014,59,NA,8421700,0.00807604165429783,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00806903594286189,NA,NA
"802","Klang valley","2021-03-14",68561,59,NA,8421700,0.00814099291116995,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00813398719973402,NA,NA
"803","Klang valley","2021-03-15",73137,59,NA,8421700,0.00868435114050607,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00867734542907014,NA,NA
"804","Klang valley","2021-03-16",78443,59,NA,8421700,0.00931439020625289,7.00571143593336e-06,NA,1,7.00571143593336e-06,0.00930738449481696,NA,NA
"805","Klang valley","2021-03-17",84401,83,NA,8421700,0.0100218483204104,9.8554923590249e-06,NA,1,9.8554923590249e-06,0.0100119928280513,NA,NA
"806","Klang valley","2021-03-18",89370,505,NA,8421700,0.0106118717123621,5.99641402567178e-05,NA,1,5.99641402567178e-05,0.0105519075721054,NA,NA
"807","Klang valley","2021-03-19",93216,1133,NA,8421700,0.0110685491052875,0.00013453340774428,NA,1,0.00013453340774428,0.0109340156975433,NA,NA
"808","Klang valley","2021-03-20",93773,1133,NA,8421700,0.0111346877708776,0.00013453340774428,NA,1,0.00013453340774428,0.0110001543631333,NA,NA
"809","Klang valley","2021-03-21",94370,1135,NA,8421700,0.0112055760713395,0.000134770889487871,NA,1,0.000134770889487871,0.0110708051818516,NA,NA
"810","Klang valley","2021-03-22",97433,4361,NA,8421700,0.0115692793616491,0.000517828941900091,NA,1,0.000517828941900091,0.011051450419749,NA,NA
"811","Klang valley","2021-03-23",100858,8144,NA,8421700,0.0119759668475486,0.000967025659902395,NA,1,0.000967025659902395,0.0110089411876462,NA,NA
"812","Klang valley","2021-03-24",103189,13526,NA,8421700,0.0122527518197039,0.00160608903190567,NA,1,0.00160608903190567,0.0106466627877982,NA,NA
"813","Klang valley","2021-03-25",106102,19041,NA,8421700,0.0125986439792441,0.00226094493985775,NA,1,0.00226094493985775,0.0103376990393863,NA,NA
"814","Klang valley","2021-03-26",108708,21943,NA,8421700,0.0129080826911431,0.00260553094980823,NA,1,0.00260553094980823,0.0103025517413349,NA,NA
"815","Klang valley","2021-03-27",108744,24800,NA,8421700,0.0129123573625278,0.00294477362052792,NA,1,0.00294477362052792,0.00996758374199983,NA,NA
"816","Klang valley","2021-03-28",108744,25082,NA,8421700,0.0129123573625278,0.00297825854637425,NA,1,0.00297825854637425,0.00993409881615351,NA,NA
"817","Klang valley","2021-03-29",111933,30532,NA,8421700,0.0132910220026835,0.00362539629765962,NA,1,0.00362539629765962,0.00966562570502393,NA,NA
"818","Klang valley","2021-03-30",116090,37146,NA,8421700,0.0137846278067374,0.00441074842371493,NA,1,0.00441074842371493,0.00937387938302243,NA,NA
"819","Klang valley","2021-03-31",117282,46014,NA,8421700,0.0139261669259176,0.00546374247479725,NA,1,0.00546374247479725,0.00846242445112032,NA,NA
