"","date","state","bor","hosp_covid","hosp_pui","hosp_noncovid","hosp_beds","ior","icu_pui","icu_covid","icu_noncovid","icu_beds","vor","vent_covid","vent_pui","vent_noncovid","vent_beds","por","pkrc_covid","pkrc_pui","pkrc_noncovid","pkrc_beds","beds_icu_total","vent","vent_port"
"1516",2020-05-24,"Kelantan",43.0607187112763,1,0,694,1614,49.3150684931507,0,0,36,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1517",2020-05-24,"Melaka",47.2960586617782,5,1,510,1091,57.6923076923077,0,0,30,NA,0,0,0,0,NA,13.3333333333333,6,0,0,45,52,46,6
"1518",2020-05-24,"Negeri Sembilan",51.5126737530662,120,0,510,1223,38.8888888888889,0,0,7,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1519",2020-05-24,"Pahang",38.8256440982624,32,13,603,1669,56.6037735849057,0,0,30,NA,0,0,0,0,NA,39.5833333333333,15,5,18,96,53,51,18
"1520",2020-05-24,"Perak",48.5299732722413,3,1,1267,2619,78.5714285714286,0,0,55,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1521",2020-05-24,"Perlis",39.7637795275591,0,1,201,508,46.1538461538462,0,0,6,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1522",2020-05-24,"Pulau Pinang",45.7685664939551,0,0,530,1158,52.9411764705882,0,0,18,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1523",2020-05-24,"Sabah",49.2952231793265,35,30,1194,2554,42.1052631578947,1,1,30,NA,0.757575757575758,1,0,0,NA,0,0,0,0,148,76,92,40
"1524",2020-05-24,"Sarawak",54.6443514644351,22,39,1245,2390,71.4285714285714,0,1,44,NA,0,0,0,0,NA,12.3196448390677,28,9,74,901,63,77,39
"1525",2020-05-24,"Selangor",23.337091319053,78,50,79,887,10.5769230769231,0,5,6,NA,2.47933884297521,1,0,2,NA,14.7141518275539,314,0,0,2134,104,107,14
"1526",2020-05-24,"Terengganu",42.6136363636364,0,0,525,1232,65.2173913043478,0,0,15,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1527",2020-05-24,"W.P. Kuala Lumpur",8.4923928077455,9,8,290,3615,36.318407960199,0,1,72,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1528",2020-05-24,"W.P. Labuan",49.1803278688525,0,1,59,122,28.5714285714286,0,0,2,NA,0,0,0,0,NA,7.14285714285714,0,5,0,70,7,7,3
"1529",2020-05-25,"Johor",4.83749055177627,81,6,41,2646,32.8358208955224,0,2,20,NA,4.59770114942529,2,0,2,NA,NA,NA,NA,NA,NA,67,64,23
"1530",2020-05-25,"Kedah",50.7389162561576,0,0,618,1218,60,0,0,21,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1531",2020-05-25,"Kelantan",40.272614622057,1,0,649,1614,50.6849315068493,0,0,37,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1532",2020-05-25,"Melaka",49.1292392300642,5,1,530,1091,57.6923076923077,0,0,30,NA,0,0,0,0,NA,13.3333333333333,6,0,0,45,52,46,6
"1533",2020-05-25,"Negeri Sembilan",52.3303352412101,107,0,533,1223,38.8888888888889,0,0,7,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1534",2020-05-25,"Pahang",36.6686638705812,34,14,564,1669,54.7169811320755,0,0,29,NA,0,0,0,0,NA,39.5833333333333,15,5,18,96,53,51,18
"1535",2020-05-25,"Perak",49.9045437189767,2,1,1304,2619,84.2857142857143,0,0,59,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1536",2020-05-25,"Perlis",42.5196850393701,0,1,215,508,53.8461538461538,0,0,7,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1537",2020-05-25,"Pulau Pinang",45.5094991364421,0,0,527,1158,58.8235294117647,0,0,20,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1538",2020-05-25,"Sabah",46.9851213782302,35,29,1136,2554,50,1,1,36,NA,0.757575757575758,1,0,0,NA,0,0,0,0,148,76,92,40
"1539",2020-05-25,"Sarawak",54.4351464435146,24,34,1243,2390,71.4285714285714,0,1,44,NA,0,0,0,0,NA,12.7635960044395,27,9,79,901,63,77,39
"1540",2020-05-25,"Selangor",27.0574971815107,104,59,77,887,10.5769230769231,0,6,5,NA,2.47933884297521,1,0,2,NA,15.5576382380506,332,0,0,2134,104,107,14
"1541",2020-05-25,"Terengganu",46.5909090909091,0,0,574,1232,69.5652173913043,0,0,16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1542",2020-05-25,"W.P. Kuala Lumpur",32.1991701244813,11,9,1144,3615,32.8358208955224,0,0,66,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1543",2020-05-25,"W.P. Labuan",44.2622950819672,0,0,54,122,28.5714285714286,0,0,2,NA,0,0,0,0,NA,7.14285714285714,0,5,0,70,7,7,3
"1544",2020-05-26,"Johor",4.79969765684051,75,7,45,2646,31.3432835820896,0,2,19,NA,3.44827586206897,2,0,1,NA,NA,NA,NA,NA,NA,67,64,23
"1545",2020-05-26,"Kedah",55.1724137931034,0,0,672,1218,57.1428571428571,0,0,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1546",2020-05-26,"Kelantan",46.6542750929368,1,0,752,1614,50.6849315068493,0,0,37,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1547",2020-05-26,"Melaka",52.7039413382218,6,1,568,1091,59.6153846153846,0,0,31,NA,0,0,0,0,NA,11.1111111111111,5,0,0,45,52,46,6
"1548",2020-05-26,"Negeri Sembilan",54.2109566639411,88,0,575,1223,55.5555555555556,0,0,10,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1549",2020-05-26,"Pahang",41.3421210305572,27,14,649,1669,56.6037735849057,0,0,30,NA,0,0,0,0,NA,48.9583333333333,19,5,23,96,53,51,18
"1550",2020-05-26,"Perak",52.8445971744941,2,2,1380,2619,75.7142857142857,0,0,53,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1551",2020-05-26,"Perlis",47.6377952755905,0,1,241,508,53.8461538461538,0,0,7,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1552",2020-05-26,"Pulau Pinang",47.8411053540587,0,0,554,1158,58.8235294117647,0,0,20,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1553",2020-05-26,"Sabah",47.8856695379796,34,33,1156,2554,47.3684210526316,0,1,35,NA,0.757575757575758,1,0,0,NA,0,0,0,0,148,76,92,40
"1554",2020-05-26,"Sarawak",54.6861924686192,23,27,1257,2390,73.015873015873,1,1,44,NA,0.862068965517241,0,1,0,NA,12.7635960044395,27,8,80,901,63,77,39
"1555",2020-05-26,"Selangor",30.4396843291996,147,51,72,887,8.65384615384615,0,6,3,NA,2.47933884297521,2,0,1,NA,18.2755388940956,390,0,0,2134,104,107,14
"1556",2020-05-26,"Terengganu",49.7564935064935,0,0,613,1232,78.2608695652174,0,0,18,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1557",2020-05-26,"W.P. Kuala Lumpur",34.6058091286307,11,9,1231,3615,33.8308457711443,0,0,68,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1558",2020-05-26,"W.P. Labuan",48.3606557377049,0,0,59,122,57.1428571428571,0,0,4,NA,0,0,0,0,NA,8.57142857142857,0,6,0,70,7,7,3
"1559",2020-05-27,"Johor",3.25018896447468,34,5,47,2646,37.3134328358209,0,3,22,NA,5.74712643678161,2,0,3,NA,NA,NA,NA,NA,NA,67,64,23
"1560",2020-05-27,"Kedah",58.2101806239737,0,0,709,1218,60,0,0,21,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1561",2020-05-27,"Kelantan",53.7174721189591,1,0,866,1614,45.2054794520548,0,0,33,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1562",2020-05-27,"Melaka",56.4619615032081,5,0,611,1091,55.7692307692308,0,0,29,NA,0,0,0,0,NA,11.1111111111111,5,0,0,45,52,46,6
"1563",2020-05-27,"Negeri Sembilan",54.7015535568275,85,0,584,1223,38.8888888888889,0,0,7,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1564",2020-05-27,"Pahang",44.5176752546435,24,14,705,1669,50.9433962264151,0,0,27,NA,0,0,0,0,NA,41.6666666666667,21,5,14,96,53,51,18
"1565",2020-05-27,"Perak",58.2283314242077,2,2,1521,2619,71.4285714285714,0,0,50,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1566",2020-05-27,"Perlis",44.2913385826772,0,2,223,508,38.4615384615385,0,0,5,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1567",2020-05-27,"Pulau Pinang",52.2452504317789,0,0,605,1158,61.7647058823529,0,0,21,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1568",2020-05-27,"Sabah",51.8010963194988,35,30,1258,2554,48.6842105263158,0,1,36,NA,0,0,0,0,NA,0,0,0,0,148,76,92,40
"1569",2020-05-27,"Sarawak",55.397489539749,23,27,1274,2390,68.2539682539683,0,2,41,NA,0.862068965517241,1,0,0,NA,13.6514983351831,27,10,86,901,63,77,39
"1570",2020-05-27,"Selangor",33.7091319052988,174,49,76,887,10.5769230769231,0,4,7,NA,2.47933884297521,1,0,2,NA,26.1012183692596,557,0,0,2134,104,107,14
"1571",2020-05-27,"Terengganu",57.0616883116883,0,0,703,1232,86.9565217391304,0,0,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1572",2020-05-27,"W.P. Kuala Lumpur",36.5145228215768,10,8,1302,3615,26.3681592039801,0,0,53,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1573",2020-05-27,"W.P. Labuan",50,0,0,61,122,57.1428571428571,0,0,4,NA,0,0,0,0,NA,18.5714285714286,0,13,0,70,7,7,3
"1574",2020-05-28,"Johor",3.21239606953893,18,7,60,2646,38.8059701492537,0,3,23,NA,4.59770114942529,2,0,2,NA,NA,NA,NA,NA,NA,67,64,23
"1575",2020-05-28,"Kedah",62.9720853858785,0,0,767,1218,54.2857142857143,0,0,19,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1576",2020-05-28,"Kelantan",56.0099132589839,1,0,903,1614,45.2054794520548,0,0,33,NA,0,0,0,0,NA,2.56410256410256,0,3,0,117,73,64,16
"1577",2020-05-28,"Melaka",63.9780018331806,3,1,694,1091,71.1538461538462,0,0,37,NA,0,0,0,0,NA,8.88888888888889,4,0,0,45,52,46,6
"1578",2020-05-28,"Negeri Sembilan",56.6639411283729,67,0,626,1223,50,0,0,9,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1579",2020-05-28,"Pahang",46.6147393648892,17,11,750,1669,43.3962264150943,0,0,23,NA,0,0,0,0,NA,51.0416666666667,22,4,23,96,53,51,18
"1580",2020-05-28,"Perak",62.8102329133257,2,1,1642,2619,75.7142857142857,0,0,53,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1581",2020-05-28,"Perlis",48.8188976377953,0,2,246,508,38.4615384615385,0,0,5,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1582",2020-05-28,"Pulau Pinang",56.4766839378238,0,0,654,1158,55.8823529411765,0,0,19,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1583",2020-05-28,"Sabah",51.7619420516836,27,19,1276,2554,52.6315789473684,0,1,39,NA,0,0,0,0,NA,2.02702702702703,3,0,0,148,76,92,40
"1584",2020-05-28,"Sarawak",57.1548117154812,15,20,1331,2390,65.0793650793651,0,2,39,NA,0.862068965517241,1,0,0,NA,12.7635960044395,26,10,79,901,63,77,39
"1585",2020-05-28,"Selangor",37.0913190529876,139,110,80,887,8.65384615384615,0,4,5,NA,1.65289256198347,1,0,1,NA,26.4761012183693,565,0,0,2134,104,107,14
"1586",2020-05-28,"Terengganu",58.7662337662338,0,0,724,1232,78.2608695652174,0,0,18,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1587",2020-05-28,"W.P. Kuala Lumpur",41.4384508990318,11,5,1482,3615,32.8358208955224,0,0,66,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1588",2020-05-28,"W.P. Labuan",51.6393442622951,0,2,61,122,42.8571428571429,0,0,3,NA,0,0,0,0,NA,8.57142857142857,0,6,0,70,7,7,3
"1589",2020-05-29,"Johor",2.91005291005291,12,9,56,2646,40.2985074626866,0,3,24,NA,4.59770114942529,0,0,4,NA,NA,NA,NA,NA,NA,67,64,23
"1590",2020-05-29,"Kedah",64.8604269293924,0,0,790,1218,57.1428571428571,0,0,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1591",2020-05-29,"Kelantan",56.1338289962825,1,0,905,1614,45.2054794520548,0,0,33,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1592",2020-05-29,"Melaka",66.4527956003666,1,1,723,1091,71.1538461538462,0,0,37,NA,0,0,0,0,NA,4.44444444444444,2,0,0,45,52,46,6
"1593",2020-05-29,"Negeri Sembilan",57.9721995094031,68,0,641,1223,55.5555555555556,0,0,10,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1594",2020-05-29,"Pahang",50.0299580587178,13,6,816,1669,50.9433962264151,0,0,27,NA,0,0,0,0,NA,58.3333333333333,26,6,24,96,53,51,18
"1595",2020-05-29,"Perak",62.3138602520046,0,1,1631,2619,74.2857142857143,0,0,52,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1596",2020-05-29,"Perlis",49.8031496062992,0,0,253,508,23.0769230769231,0,0,3,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1597",2020-05-29,"Pulau Pinang",58.5492227979275,0,0,678,1158,55.8823529411765,0,0,19,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1598",2020-05-29,"Sabah",53.1323414252153,24,21,1312,2554,51.3157894736842,0,1,38,NA,0,0,0,0,NA,2.02702702702703,3,0,0,148,76,92,40
"1599",2020-05-29,"Sarawak",58.7029288702929,15,33,1355,2390,63.4920634920635,0,2,38,NA,0.862068965517241,1,0,0,NA,12.3196448390677,14,11,86,901,63,77,39
"1600",2020-05-29,"Selangor",30.8906426155581,120,150,4,887,7.69230769230769,0,4,4,NA,1.65289256198347,1,0,1,NA,27.4133083411434,585,0,0,2134,104,107,14
"1601",2020-05-29,"Terengganu",57.711038961039,0,0,711,1232,69.5652173913043,0,0,16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1602",2020-05-29,"W.P. Kuala Lumpur",44.3706777316736,11,4,1589,3615,34.3283582089552,0,0,69,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1603",2020-05-29,"W.P. Labuan",55.7377049180328,0,2,66,122,57.1428571428571,0,0,4,NA,0,0,0,0,NA,10,0,7,0,70,7,7,3
"1604",2020-05-30,"Johor",2.7588813303099,11,9,53,2646,37.3134328358209,0,3,22,NA,4.59770114942529,0,0,4,NA,NA,NA,NA,NA,NA,67,64,23
"1605",2020-05-30,"Kedah",66.8308702791461,0,0,814,1218,62.8571428571429,0,0,22,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1606",2020-05-30,"Kelantan",55.0805452292441,1,0,888,1614,45.2054794520548,0,0,33,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1607",2020-05-30,"Melaka",64.6196150320807,1,1,703,1091,75,0,0,39,NA,0,0,0,0,NA,0,0,0,0,45,52,46,6
"1608",2020-05-30,"Negeri Sembilan",61.4881439084219,122,1,629,1223,50,0,0,9,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1609",2020-05-30,"Pahang",50.6890353505093,12,1,833,1669,56.6037735849057,0,0,30,NA,0,0,0,0,NA,46.875,20,3,22,96,53,51,18
"1610",2020-05-30,"Perak",59.9083619702176,1,2,1566,2619,72.8571428571428,0,0,51,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1611",2020-05-30,"Perlis",48.6220472440945,0,0,247,508,38.4615384615385,0,0,5,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1612",2020-05-30,"Pulau Pinang",54.3177892918826,0,0,629,1158,55.8823529411765,0,0,19,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1613",2020-05-30,"Sabah",49.3735317149569,15,20,1226,2554,52.6315789473684,0,1,39,NA,0,0,0,0,NA,2.02702702702703,3,0,0,148,76,92,40
"1614",2020-05-30,"Sarawak",56.0251046025105,13,32,1294,2390,66.6666666666667,0,2,40,NA,0,0,0,0,NA,13.0965593784684,13,11,94,901,63,77,39
"1615",2020-05-30,"Selangor",40.924464487035,138,150,75,887,7.69230769230769,0,4,4,NA,2.47933884297521,1,0,2,NA,27.1321462043112,579,0,0,2134,104,107,14
"1616",2020-05-30,"Terengganu",57.711038961039,0,0,711,1232,65.2173913043478,0,0,15,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1617",2020-05-30,"W.P. Kuala Lumpur",42.2130013831259,11,4,1511,3615,34.8258706467662,0,0,70,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1618",2020-05-30,"W.P. Labuan",63.9344262295082,0,2,76,122,57.1428571428571,0,0,4,NA,0,0,0,0,NA,8.57142857142857,0,6,0,70,7,7,3
"1619",2020-05-31,"Johor",2.79667422524565,10,7,57,2646,34.3283582089552,0,3,20,NA,8.04597701149425,1,0,6,NA,NA,NA,NA,NA,NA,67,64,23
"1620",2020-05-31,"Kedah",68.2266009852217,0,0,831,1218,62.8571428571429,0,0,22,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1621",2020-05-31,"Kelantan",57.4349442379182,1,0,926,1614,38.3561643835616,0,0,28,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1622",2020-05-31,"Melaka",64.6196150320807,4,1,700,1091,75,0,0,39,NA,0,0,0,0,NA,0,0,0,0,45,52,46,6
"1623",2020-05-31,"Negeri Sembilan",58.8716271463614,118,0,602,1223,44.4444444444444,0,0,8,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1624",2020-05-31,"Pahang",49.4307968843619,12,0,813,1669,64.1509433962264,0,0,34,NA,0,0,0,0,NA,46.875,20,2,23,96,53,51,18
"1625",2020-05-31,"Perak",59.0683466972127,1,1,1545,2619,72.8571428571428,0,0,51,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1626",2020-05-31,"Perlis",52.5590551181102,0,1,266,508,46.1538461538462,0,0,6,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1627",2020-05-31,"Pulau Pinang",54.1450777202073,0,0,627,1158,58.8235294117647,0,0,20,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1628",2020-05-31,"Sabah",51.9968676585748,10,20,1298,2554,50,0,1,37,NA,0,0,0,0,NA,2.02702702702703,3,0,0,148,76,92,40
"1629",2020-05-31,"Sarawak",43.5564853556485,9,34,998,2390,68.2539682539683,0,2,41,NA,0,0,0,0,NA,11.4317425083241,5,9,89,901,63,77,39
"1630",2020-05-31,"Selangor",27.3957158962796,134,106,3,887,6.73076923076923,0,4,3,NA,2.47933884297521,1,0,2,NA,28.0693533270853,599,0,0,2134,104,107,14
"1631",2020-05-31,"Terengganu",64.2857142857143,0,0,792,1232,60.8695652173913,0,0,14,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1632",2020-05-31,"W.P. Kuala Lumpur",41.3554633471646,11,4,1480,3615,35.3233830845771,0,0,71,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1633",2020-05-31,"W.P. Labuan",64.7540983606557,0,0,79,122,71.4285714285714,0,0,5,NA,0,0,0,0,NA,8.57142857142857,0,6,0,70,7,7,3
"1634",2020-06-01,"Johor",3.25018896447468,8,2,76,2646,35.8208955223881,0,2,22,NA,10.3448275862069,1,0,8,NA,NA,NA,NA,NA,NA,67,64,23
"1635",2020-06-01,"Kedah",72.0032840722496,0,0,877,1218,65.7142857142857,0,0,23,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1636",2020-06-01,"Kelantan",58.4262701363073,1,0,942,1614,46.5753424657534,0,0,34,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1637",2020-06-01,"Melaka",73.2355637030248,5,1,793,1091,71.1538461538462,0,0,37,NA,0,0,0,0,NA,0,0,0,0,45,52,46,6
"1638",2020-06-01,"Negeri Sembilan",61.4063777596075,114,0,637,1223,50,0,0,9,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1639",2020-06-01,"Pahang",51.8274415817855,27,0,838,1669,56.6037735849057,0,0,30,NA,0,0,0,0,NA,42.7083333333333,20,2,19,96,53,51,18
"1640",2020-06-01,"Perak",59.4501718213058,1,1,1555,2619,78.5714285714286,0,0,55,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1641",2020-06-01,"Perlis",55.3149606299213,0,1,280,508,46.1538461538462,0,0,6,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1642",2020-06-01,"Pulau Pinang",56.7357512953368,0,0,657,1158,52.9411764705882,0,0,18,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1643",2020-06-01,"Sabah",50.195771339076,10,20,1252,2554,47.3684210526316,0,1,35,NA,0,0,0,0,NA,0.675675675675676,1,0,0,148,76,92,40
"1644",2020-06-01,"Sarawak",54.4351464435146,12,22,1267,2390,66.6666666666667,0,2,40,NA,0,0,0,0,NA,9.32297447280799,5,5,74,901,63,77,39
"1645",2020-06-01,"Selangor",35.1747463359639,148,93,71,887,7.69230769230769,1,4,3,NA,1.65289256198347,1,1,0,NA,30.506091846298,651,0,0,2134,104,107,14
"1646",2020-06-01,"Terengganu",63.2305194805195,0,0,779,1232,65.2173913043478,0,0,15,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1647",2020-06-01,"W.P. Kuala Lumpur",44.4813278008299,11,4,1593,3615,36.81592039801,1,0,73,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1648",2020-06-01,"W.P. Labuan",68.8524590163934,0,0,84,122,57.1428571428571,0,0,4,NA,0,0,0,0,NA,8.57142857142857,0,6,0,70,7,7,3
"1649",2020-06-02,"Johor",3.21239606953893,7,1,77,2646,35.8208955223881,0,2,22,NA,9.19540229885057,1,0,7,NA,NA,NA,NA,NA,NA,67,64,23
"1650",2020-06-02,"Kedah",75.2052545155993,0,0,916,1218,65.7142857142857,0,0,23,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1651",2020-06-02,"Kelantan",63.5068153655514,1,0,1024,1614,52.0547945205479,0,0,38,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1652",2020-06-02,"Melaka",77.6351970669111,18,1,828,1091,73.0769230769231,0,0,38,NA,0,0,0,0,NA,0,0,0,0,58,52,46,6
"1653",2020-06-02,"Negeri Sembilan",65.0040883074407,114,0,681,1223,38.8888888888889,0,0,7,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1654",2020-06-02,"Pahang",52.3067705212702,22,1,850,1669,62.2641509433962,0,0,33,NA,0,0,0,0,NA,37.5,22,1,13,96,53,51,18
"1655",2020-06-02,"Perak",62.0847651775487,1,1,1624,2619,77.1428571428572,0,0,54,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1656",2020-06-02,"Perlis",55.9055118110236,0,3,281,508,61.5384615384615,0,0,8,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1657",2020-06-02,"Pulau Pinang",61.9170984455959,0,0,717,1158,55.8823529411765,0,0,19,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1658",2020-06-02,"Sabah",52.4275646045419,9,15,1315,2554,51.3157894736842,1,0,38,NA,0.757575757575758,0,1,0,NA,0.675675675675676,1,0,0,148,76,92,40
"1659",2020-06-02,"Sarawak",55.5230125523013,13,21,1293,2390,74.6031746031746,0,1,46,NA,0,0,0,0,NA,9.43396226415094,3,4,78,901,63,77,39
"1660",2020-06-02,"Selangor",32.6944757609921,128,93,69,887,7.69230769230769,1,5,2,NA,1.65289256198347,1,1,0,NA,29.0065604498594,619,0,0,2134,104,107,14
"1661",2020-06-02,"Terengganu",63.8798701298701,0,1,786,1232,56.5217391304348,0,0,13,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1662",2020-06-02,"W.P. Kuala Lumpur",46.6943291839557,7,6,1675,3615,37.3134328358209,0,0,75,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1663",2020-06-02,"W.P. Labuan",82.7868852459016,0,0,101,122,71.4285714285714,0,0,5,NA,0,0,0,0,NA,18.5714285714286,1,12,0,70,7,7,3
"1664",2020-06-03,"Johor",3.7037037037037,6,0,92,2646,44.7761194029851,0,2,28,NA,11.4942528735632,1,0,9,NA,NA,NA,NA,NA,NA,67,64,23
"1665",2020-06-03,"Kedah",76.2725779967159,0,0,929,1218,65.7142857142857,0,0,23,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
"1666",2020-06-03,"Kelantan",64.0644361833953,0,0,1034,1614,52.0547945205479,0,0,38,NA,0,0,0,0,NA,0,0,0,0,117,73,64,16
"1667",2020-06-03,"Melaka",73.2355637030248,19,1,779,1091,67.3076923076923,0,0,35,NA,0,0,0,0,NA,0,0,0,0,58,52,46,6
"1668",2020-06-03,"Negeri Sembilan",69.5829926410466,117,0,734,1223,50,0,0,9,NA,0,0,0,0,NA,0,0,0,0,56,18,43,8
"1669",2020-06-03,"Pahang",52.9658478130617,21,1,862,1669,66.0377358490566,0,0,35,NA,0,0,0,0,NA,40.625,22,1,16,96,53,51,18
"1670",2020-06-03,"Perak",63.2302405498282,1,0,1655,2619,75.7142857142857,0,0,53,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,70,113,26
"1671",2020-06-03,"Perlis",56.496062992126,0,0,287,508,61.5384615384615,0,0,8,NA,0,0,0,0,NA,0,0,0,0,54,13,17,6
"1672",2020-06-03,"Pulau Pinang",65.5440414507772,0,0,759,1158,58.8235294117647,0,0,20,NA,0,0,0,0,NA,0,0,0,0,58,34,35,7
"1673",2020-06-03,"Sabah",54.5027407987471,8,19,1365,2554,55.2631578947368,1,0,41,NA,0.757575757575758,0,1,0,NA,0.675675675675676,1,0,0,148,76,92,40
"1674",2020-06-03,"Sarawak",59.8326359832636,13,15,1402,2390,69.8412698412698,0,1,43,NA,0,0,0,0,NA,9.10099889012209,2,4,76,901,63,77,39
"1675",2020-06-03,"Selangor",27.28297632469,91,78,73,887,8.65384615384615,1,5,3,NA,1.65289256198347,2,0,0,NA,29.1002811621368,621,0,0,2134,104,107,14
"1676",2020-06-03,"Terengganu",64.9350649350649,0,1,799,1232,69.5652173913043,0,0,16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,35,3
"1677",2020-06-03,"W.P. Kuala Lumpur",50.3457814661134,6,4,1810,3615,40.2985074626866,0,0,81,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,201,192,30
"1678",2020-06-03,"W.P. Labuan",78.6885245901639,0,0,96,122,71.4285714285714,0,0,5,NA,0,0,0,0,NA,30,1,20,0,70,7,7,3
"1679",2020-06-04,"Johor",4.4973544973545,6,2,111,2646,49.2537313432836,0,2,31,NA,9.19540229885057,0,0,8,NA,NA,NA,NA,NA,NA,67,64,23
"1680",2020-06-04,"Kedah",77.504105090312,0,0,944,1218,57.1428571428571,0,0,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,35,46,11
