"","date","state","variant_count","variant","status"
"1715",2021-07-28,"Kelantan",0,"Theta P.3","voi"
"1716",2021-07-28,"Sarawak",0,"Theta P.3","voi"
"1717",2021-07-28,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"1718",2021-07-28,"Kedah",0,"Theta P.3","voi"
"1719",2021-07-28,"Perak",0,"Theta P.3","voi"
"1720",2021-07-28,"Johor",0,"Theta P.3","voi"
"1721",2021-07-28,"W.P. Putrajaya",0,"Theta P.3","voi"
"1722",2021-07-28,"Terengganu",0,"Theta P.3","voi"
"1723",2021-07-28,"Negeri Sembilan",0,"Theta P.3","voi"
"1724",2021-07-28,"Sabah",0,"Theta P.3","voi"
"1725",2021-07-28,"Perlis",0,"Theta P.3","voi"
"1726",2021-07-28,"Pulau Pinang",0,"Theta P.3","voi"
"1727",2021-07-28,"Melaka",0,"Theta P.3","voi"
"1728",2021-07-28,"W.P. Labuan",0,"Theta P.3","voi"
"1729",2021-07-28,"Pahang",0,"Theta P.3","voi"
"1730",2021-07-28,"Malaysia",0,"Theta P.3","voi"
"1731",2021-07-28,"Selangor",0,"Theta P.3","voi"
"1732",2021-07-28,"Kelantan",0,"Theta P.3","voi"
"1733",2021-07-28,"Sarawak",13,"Theta P.3","voi"
"1734",2021-07-28,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"1735",2021-07-28,"Kedah",0,"Theta P.3","voi"
"1736",2021-07-28,"Perak",0,"Theta P.3","voi"
"1737",2021-07-28,"Johor",0,"Theta P.3","voi"
"1738",2021-07-28,"W.P. Putrajaya",0,"Theta P.3","voi"
"1739",2021-07-28,"Terengganu",0,"Theta P.3","voi"
"1740",2021-07-28,"Negeri Sembilan",0,"Theta P.3","voi"
"1741",2021-07-28,"Sabah",0,"Theta P.3","voi"
"1742",2021-07-28,"Perlis",0,"Theta P.3","voi"
"1743",2021-07-28,"Pulau Pinang",0,"Theta P.3","voi"
"1744",2021-07-28,"Melaka",0,"Theta P.3","voi"
"1745",2021-07-28,"W.P. Labuan",0,"Theta P.3","voi"
"1746",2021-07-28,"Pahang",0,"Theta P.3","voi"
"1747",2021-07-28,"Malaysia",13,"Theta P.3","voi"
"1748",2021-07-28,"Selangor",0,"Eta B.1.525","voi"
"1749",2021-07-28,"Kelantan",0,"Eta B.1.525","voi"
"1750",2021-07-28,"Sarawak",1,"Eta B.1.525","voi"
"1751",2021-07-28,"W.P. Kuala Lumpur",2,"Eta B.1.525","voi"
"1752",2021-07-28,"Kedah",0,"Eta B.1.525","voi"
"1753",2021-07-28,"Perak",0,"Eta B.1.525","voi"
"1754",2021-07-28,"Johor",0,"Eta B.1.525","voi"
"1755",2021-07-28,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"1756",2021-07-28,"Terengganu",0,"Eta B.1.525","voi"
"1757",2021-07-28,"Negeri Sembilan",0,"Eta B.1.525","voi"
"1758",2021-07-28,"Sabah",0,"Eta B.1.525","voi"
"1759",2021-07-28,"Perlis",0,"Eta B.1.525","voi"
"1760",2021-07-28,"Pulau Pinang",0,"Eta B.1.525","voi"
"1761",2021-07-28,"Melaka",0,"Eta B.1.525","voi"
"1762",2021-07-28,"W.P. Labuan",0,"Eta B.1.525","voi"
"1763",2021-07-28,"Pahang",0,"Eta B.1.525","voi"
"1764",2021-07-28,"Malaysia",3,"Eta B.1.525","voi"
"1765",2021-07-28,"Selangor",0,"Eta B.1.525","voi"
"1766",2021-07-28,"Kelantan",0,"Eta B.1.525","voi"
"1767",2021-07-28,"Sarawak",0,"Eta B.1.525","voi"
"1768",2021-07-28,"W.P. Kuala Lumpur",0,"Eta B.1.525","voi"
"1769",2021-07-28,"Kedah",0,"Eta B.1.525","voi"
"1770",2021-07-28,"Perak",0,"Eta B.1.525","voi"
"1771",2021-07-28,"Johor",0,"Eta B.1.525","voi"
"1772",2021-07-28,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"1773",2021-07-28,"Terengganu",0,"Eta B.1.525","voi"
"1774",2021-07-28,"Negeri Sembilan",0,"Eta B.1.525","voi"
"1775",2021-07-28,"Sabah",0,"Eta B.1.525","voi"
"1776",2021-07-28,"Perlis",0,"Eta B.1.525","voi"
"1777",2021-07-28,"Pulau Pinang",0,"Eta B.1.525","voi"
"1778",2021-07-28,"Melaka",0,"Eta B.1.525","voi"
"1779",2021-07-28,"W.P. Labuan",0,"Eta B.1.525","voi"
"1780",2021-07-28,"Pahang",0,"Eta B.1.525","voi"
"1781",2021-07-28,"Malaysia",0,"Eta B.1.525","voi"
"1782",2021-08-17,"Selangor",2,"Alpha B.1.1.7","voc"
"1783",2021-08-17,"Kelantan",0,"Alpha B.1.1.7","voc"
"1784",2021-08-17,"Sarawak",0,"Alpha B.1.1.7","voc"
"1785",2021-08-17,"W.P. Kuala Lumpur",3,"Alpha B.1.1.7","voc"
"1786",2021-08-17,"Kedah",0,"Alpha B.1.1.7","voc"
"1787",2021-08-17,"Perak",0,"Alpha B.1.1.7","voc"
"1788",2021-08-17,"Johor",0,"Alpha B.1.1.7","voc"
"1789",2021-08-17,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"1790",2021-08-17,"Terengganu",0,"Alpha B.1.1.7","voc"
"1791",2021-08-17,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"1792",2021-08-17,"Sabah",0,"Alpha B.1.1.7","voc"
"1793",2021-08-17,"Perlis",0,"Alpha B.1.1.7","voc"
"1794",2021-08-17,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"1795",2021-08-17,"Melaka",0,"Alpha B.1.1.7","voc"
"1796",2021-08-17,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"1797",2021-08-17,"Pahang",0,"Alpha B.1.1.7","voc"
"1798",2021-08-17,"Malaysia",5,"Alpha B.1.1.7","voc"
"1799",2021-08-17,"Selangor",6,"Alpha B.1.1.7","voc"
"1800",2021-08-17,"Kelantan",0,"Alpha B.1.1.7","voc"
"1801",2021-08-17,"Sarawak",0,"Alpha B.1.1.7","voc"
"1802",2021-08-17,"W.P. Kuala Lumpur",0,"Alpha B.1.1.7","voc"
"1803",2021-08-17,"Kedah",0,"Alpha B.1.1.7","voc"
"1804",2021-08-17,"Perak",0,"Alpha B.1.1.7","voc"
"1805",2021-08-17,"Johor",0,"Alpha B.1.1.7","voc"
"1806",2021-08-17,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"1807",2021-08-17,"Terengganu",0,"Alpha B.1.1.7","voc"
"1808",2021-08-17,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"1809",2021-08-17,"Sabah",3,"Alpha B.1.1.7","voc"
"1810",2021-08-17,"Perlis",0,"Alpha B.1.1.7","voc"
"1811",2021-08-17,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"1812",2021-08-17,"Melaka",0,"Alpha B.1.1.7","voc"
"1813",2021-08-17,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"1814",2021-08-17,"Pahang",0,"Alpha B.1.1.7","voc"
"1815",2021-08-17,"Malaysia",9,"Alpha B.1.1.7","voc"
"1816",2021-08-17,"Selangor",0,"Beta B.1.351","voc"
"1817",2021-08-17,"Kelantan",0,"Beta B.1.351","voc"
"1818",2021-08-17,"Sarawak",1,"Beta B.1.351","voc"
"1819",2021-08-17,"W.P. Kuala Lumpur",0,"Beta B.1.351","voc"
"1820",2021-08-17,"Kedah",0,"Beta B.1.351","voc"
"1821",2021-08-17,"Perak",0,"Beta B.1.351","voc"
"1822",2021-08-17,"Johor",0,"Beta B.1.351","voc"
"1823",2021-08-17,"W.P. Putrajaya",0,"Beta B.1.351","voc"
"1824",2021-08-17,"Terengganu",0,"Beta B.1.351","voc"
"1825",2021-08-17,"Negeri Sembilan",0,"Beta B.1.351","voc"
"1826",2021-08-17,"Sabah",0,"Beta B.1.351","voc"
"1827",2021-08-17,"Perlis",0,"Beta B.1.351","voc"
"1828",2021-08-17,"Pulau Pinang",0,"Beta B.1.351","voc"
"1829",2021-08-17,"Melaka",0,"Beta B.1.351","voc"
"1830",2021-08-17,"W.P. Labuan",0,"Beta B.1.351","voc"
"1831",2021-08-17,"Pahang",0,"Beta B.1.351","voc"
"1832",2021-08-17,"Malaysia",1,"Beta B.1.351","voc"
"1833",2021-08-17,"Selangor",48,"Beta B.1.351","voc"
"1834",2021-08-17,"Kelantan",25,"Beta B.1.351","voc"
"1835",2021-08-17,"Sarawak",46,"Beta B.1.351","voc"
"1836",2021-08-17,"W.P. Kuala Lumpur",9,"Beta B.1.351","voc"
"1837",2021-08-17,"Kedah",14,"Beta B.1.351","voc"
"1838",2021-08-17,"Perak",16,"Beta B.1.351","voc"
"1839",2021-08-17,"Johor",10,"Beta B.1.351","voc"
"1840",2021-08-17,"W.P. Putrajaya",3,"Beta B.1.351","voc"
"1841",2021-08-17,"Terengganu",9,"Beta B.1.351","voc"
"1842",2021-08-17,"Negeri Sembilan",3,"Beta B.1.351","voc"
"1843",2021-08-17,"Sabah",4,"Beta B.1.351","voc"
"1844",2021-08-17,"Perlis",4,"Beta B.1.351","voc"
"1845",2021-08-17,"Pulau Pinang",8,"Beta B.1.351","voc"
"1846",2021-08-17,"Melaka",7,"Beta B.1.351","voc"
"1847",2021-08-17,"W.P. Labuan",0,"Beta B.1.351","voc"
"1848",2021-08-17,"Pahang",2,"Beta B.1.351","voc"
"1849",2021-08-17,"Malaysia",208,"Beta B.1.351","voc"
"1850",2021-08-17,"Selangor",2,"Delta B.1.617.2","voc"
"1851",2021-08-17,"Kelantan",0,"Delta B.1.617.2","voc"
"1852",2021-08-17,"Sarawak",1,"Delta B.1.617.2","voc"
"1853",2021-08-17,"W.P. Kuala Lumpur",5,"Delta B.1.617.2","voc"
"1854",2021-08-17,"Kedah",0,"Delta B.1.617.2","voc"
"1855",2021-08-17,"Perak",0,"Delta B.1.617.2","voc"
"1856",2021-08-17,"Johor",1,"Delta B.1.617.2","voc"
"1857",2021-08-17,"W.P. Putrajaya",0,"Delta B.1.617.2","voc"
"1858",2021-08-17,"Terengganu",0,"Delta B.1.617.2","voc"
"1859",2021-08-17,"Negeri Sembilan",0,"Delta B.1.617.2","voc"
"1860",2021-08-17,"Sabah",0,"Delta B.1.617.2","voc"
"1861",2021-08-17,"Perlis",0,"Delta B.1.617.2","voc"
"1862",2021-08-17,"Pulau Pinang",1,"Delta B.1.617.2","voc"
"1863",2021-08-17,"Melaka",0,"Delta B.1.617.2","voc"
"1864",2021-08-17,"W.P. Labuan",4,"Delta B.1.617.2","voc"
"1865",2021-08-17,"Pahang",0,"Delta B.1.617.2","voc"
"1866",2021-08-17,"Malaysia",14,"Delta B.1.617.2","voc"
"1867",2021-08-17,"Selangor",67,"Delta B.1.617.2","voc"
"1868",2021-08-17,"Kelantan",3,"Delta B.1.617.2","voc"
"1869",2021-08-17,"Sarawak",271,"Delta B.1.617.2","voc"
"1870",2021-08-17,"W.P. Kuala Lumpur",13,"Delta B.1.617.2","voc"
"1871",2021-08-17,"Kedah",13,"Delta B.1.617.2","voc"
"1872",2021-08-17,"Perak",4,"Delta B.1.617.2","voc"
"1873",2021-08-17,"Johor",15,"Delta B.1.617.2","voc"
"1874",2021-08-17,"W.P. Putrajaya",6,"Delta B.1.617.2","voc"
"1875",2021-08-17,"Terengganu",7,"Delta B.1.617.2","voc"
"1876",2021-08-17,"Negeri Sembilan",9,"Delta B.1.617.2","voc"
"1877",2021-08-17,"Sabah",4,"Delta B.1.617.2","voc"
"1878",2021-08-17,"Perlis",4,"Delta B.1.617.2","voc"
"1879",2021-08-17,"Pulau Pinang",0,"Delta B.1.617.2","voc"
"1880",2021-08-17,"Melaka",8,"Delta B.1.617.2","voc"
"1881",2021-08-17,"W.P. Labuan",10,"Delta B.1.617.2","voc"
"1882",2021-08-17,"Pahang",19,"Delta B.1.617.2","voc"
"1883",2021-08-17,"Malaysia",453,"Delta B.1.617.2","voc"
"1884",2021-08-17,"Selangor",1,"Kappa B.1.617.1","voc"
"1885",2021-08-17,"Kelantan",0,"Kappa B.1.617.1","voc"
"1886",2021-08-17,"Sarawak",0,"Kappa B.1.617.1","voc"
"1887",2021-08-17,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"1888",2021-08-17,"Kedah",0,"Kappa B.1.617.1","voc"
"1889",2021-08-17,"Perak",0,"Kappa B.1.617.1","voc"
"1890",2021-08-17,"Johor",3,"Kappa B.1.617.1","voc"
"1891",2021-08-17,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"1892",2021-08-17,"Terengganu",0,"Kappa B.1.617.1","voc"
"1893",2021-08-17,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"1894",2021-08-17,"Sabah",0,"Kappa B.1.617.1","voc"
"1895",2021-08-17,"Perlis",0,"Kappa B.1.617.1","voc"
"1896",2021-08-17,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"1897",2021-08-17,"Melaka",0,"Kappa B.1.617.1","voc"
"1898",2021-08-17,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"1899",2021-08-17,"Pahang",0,"Kappa B.1.617.1","voc"
"1900",2021-08-17,"Malaysia",4,"Kappa B.1.617.1","voc"
"1901",2021-08-17,"Selangor",0,"Kappa B.1.617.1","voc"
"1902",2021-08-17,"Kelantan",0,"Kappa B.1.617.1","voc"
"1903",2021-08-17,"Sarawak",0,"Kappa B.1.617.1","voc"
"1904",2021-08-17,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"1905",2021-08-17,"Kedah",0,"Kappa B.1.617.1","voc"
"1906",2021-08-17,"Perak",0,"Kappa B.1.617.1","voc"
"1907",2021-08-17,"Johor",0,"Kappa B.1.617.1","voc"
"1908",2021-08-17,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"1909",2021-08-17,"Terengganu",0,"Kappa B.1.617.1","voc"
"1910",2021-08-17,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"1911",2021-08-17,"Sabah",0,"Kappa B.1.617.1","voc"
"1912",2021-08-17,"Perlis",0,"Kappa B.1.617.1","voc"
"1913",2021-08-17,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"1914",2021-08-17,"Melaka",0,"Kappa B.1.617.1","voc"
"1915",2021-08-17,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"1916",2021-08-17,"Pahang",0,"Kappa B.1.617.1","voc"
"1917",2021-08-17,"Malaysia",0,"Kappa B.1.617.1","voc"
"1918",2021-08-17,"Selangor",0,"Theta P.3","voi"
"1919",2021-08-17,"Kelantan",0,"Theta P.3","voi"
"1920",2021-08-17,"Sarawak",0,"Theta P.3","voi"
"1921",2021-08-17,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"1922",2021-08-17,"Kedah",0,"Theta P.3","voi"
"1923",2021-08-17,"Perak",0,"Theta P.3","voi"
"1924",2021-08-17,"Johor",0,"Theta P.3","voi"
"1925",2021-08-17,"W.P. Putrajaya",0,"Theta P.3","voi"
"1926",2021-08-17,"Terengganu",0,"Theta P.3","voi"
"1927",2021-08-17,"Negeri Sembilan",0,"Theta P.3","voi"
"1928",2021-08-17,"Sabah",0,"Theta P.3","voi"
"1929",2021-08-17,"Perlis",0,"Theta P.3","voi"
"1930",2021-08-17,"Pulau Pinang",0,"Theta P.3","voi"
"1931",2021-08-17,"Melaka",0,"Theta P.3","voi"
"1932",2021-08-17,"W.P. Labuan",0,"Theta P.3","voi"
"1933",2021-08-17,"Pahang",0,"Theta P.3","voi"
"1934",2021-08-17,"Malaysia",0,"Theta P.3","voi"
"1935",2021-08-17,"Selangor",0,"Theta P.3","voi"
"1936",2021-08-17,"Kelantan",0,"Theta P.3","voi"
"1937",2021-08-17,"Sarawak",13,"Theta P.3","voi"
"1938",2021-08-17,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"1939",2021-08-17,"Kedah",0,"Theta P.3","voi"
"1940",2021-08-17,"Perak",0,"Theta P.3","voi"
"1941",2021-08-17,"Johor",0,"Theta P.3","voi"
"1942",2021-08-17,"W.P. Putrajaya",0,"Theta P.3","voi"
"1943",2021-08-17,"Terengganu",0,"Theta P.3","voi"
"1944",2021-08-17,"Negeri Sembilan",0,"Theta P.3","voi"
"1945",2021-08-17,"Sabah",0,"Theta P.3","voi"
"1946",2021-08-17,"Perlis",0,"Theta P.3","voi"
"1947",2021-08-17,"Pulau Pinang",0,"Theta P.3","voi"
"1948",2021-08-17,"Melaka",0,"Theta P.3","voi"
"1949",2021-08-17,"W.P. Labuan",0,"Theta P.3","voi"
"1950",2021-08-17,"Pahang",0,"Theta P.3","voi"
"1951",2021-08-17,"Malaysia",13,"Theta P.3","voi"
"1952",2021-08-17,"Selangor",0,"Eta B.1.525","voi"
"1953",2021-08-17,"Kelantan",0,"Eta B.1.525","voi"
"1954",2021-08-17,"Sarawak",1,"Eta B.1.525","voi"
"1955",2021-08-17,"W.P. Kuala Lumpur",2,"Eta B.1.525","voi"
"1956",2021-08-17,"Kedah",0,"Eta B.1.525","voi"
"1957",2021-08-17,"Perak",0,"Eta B.1.525","voi"
"1958",2021-08-17,"Johor",0,"Eta B.1.525","voi"
"1959",2021-08-17,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"1960",2021-08-17,"Terengganu",0,"Eta B.1.525","voi"
"1961",2021-08-17,"Negeri Sembilan",0,"Eta B.1.525","voi"
"1962",2021-08-17,"Sabah",0,"Eta B.1.525","voi"
"1963",2021-08-17,"Perlis",0,"Eta B.1.525","voi"
"1964",2021-08-17,"Pulau Pinang",0,"Eta B.1.525","voi"
"1965",2021-08-17,"Melaka",0,"Eta B.1.525","voi"
"1966",2021-08-17,"W.P. Labuan",0,"Eta B.1.525","voi"
"1967",2021-08-17,"Pahang",0,"Eta B.1.525","voi"
"1968",2021-08-17,"Malaysia",3,"Eta B.1.525","voi"
"1969",2021-08-17,"Selangor",0,"Eta B.1.525","voi"
"1970",2021-08-17,"Kelantan",0,"Eta B.1.525","voi"
"1971",2021-08-17,"Sarawak",0,"Eta B.1.525","voi"
"1972",2021-08-17,"W.P. Kuala Lumpur",0,"Eta B.1.525","voi"
"1973",2021-08-17,"Kedah",0,"Eta B.1.525","voi"
"1974",2021-08-17,"Perak",0,"Eta B.1.525","voi"
"1975",2021-08-17,"Johor",0,"Eta B.1.525","voi"
"1976",2021-08-17,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"1977",2021-08-17,"Terengganu",0,"Eta B.1.525","voi"
"1978",2021-08-17,"Negeri Sembilan",0,"Eta B.1.525","voi"
"1979",2021-08-17,"Sabah",0,"Eta B.1.525","voi"
"1980",2021-08-17,"Perlis",0,"Eta B.1.525","voi"
"1981",2021-08-17,"Pulau Pinang",0,"Eta B.1.525","voi"
"1982",2021-08-17,"Melaka",0,"Eta B.1.525","voi"
"1983",2021-08-17,"W.P. Labuan",0,"Eta B.1.525","voi"
"1984",2021-08-17,"Pahang",0,"Eta B.1.525","voi"
"1985",2021-08-17,"Malaysia",0,"Eta B.1.525","voi"
"1986",2021-08-31,"Selangor",2,"Alpha B.1.1.7","voc"
"1987",2021-08-31,"Kelantan",0,"Alpha B.1.1.7","voc"
"1988",2021-08-31,"Sarawak",0,"Alpha B.1.1.7","voc"
"1989",2021-08-31,"W.P. Kuala Lumpur",3,"Alpha B.1.1.7","voc"
"1990",2021-08-31,"Kedah",0,"Alpha B.1.1.7","voc"
"1991",2021-08-31,"Perak",0,"Alpha B.1.1.7","voc"
"1992",2021-08-31,"Johor",0,"Alpha B.1.1.7","voc"
"1993",2021-08-31,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"1994",2021-08-31,"Terengganu",0,"Alpha B.1.1.7","voc"
"1995",2021-08-31,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"1996",2021-08-31,"Sabah",0,"Alpha B.1.1.7","voc"
"1997",2021-08-31,"Perlis",0,"Alpha B.1.1.7","voc"
"1998",2021-08-31,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"1999",2021-08-31,"Melaka",0,"Alpha B.1.1.7","voc"
"2000",2021-08-31,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"2001",2021-08-31,"Pahang",0,"Alpha B.1.1.7","voc"
"2002",2021-08-31,"Malaysia",5,"Alpha B.1.1.7","voc"
"2003",2021-08-31,"Selangor",6,"Alpha B.1.1.7","voc"
"2004",2021-08-31,"Kelantan",0,"Alpha B.1.1.7","voc"
"2005",2021-08-31,"Sarawak",0,"Alpha B.1.1.7","voc"
"2006",2021-08-31,"W.P. Kuala Lumpur",0,"Alpha B.1.1.7","voc"
"2007",2021-08-31,"Kedah",0,"Alpha B.1.1.7","voc"
"2008",2021-08-31,"Perak",0,"Alpha B.1.1.7","voc"
"2009",2021-08-31,"Johor",0,"Alpha B.1.1.7","voc"
"2010",2021-08-31,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"2011",2021-08-31,"Terengganu",0,"Alpha B.1.1.7","voc"
"2012",2021-08-31,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"2013",2021-08-31,"Sabah",3,"Alpha B.1.1.7","voc"
"2014",2021-08-31,"Perlis",0,"Alpha B.1.1.7","voc"
"2015",2021-08-31,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"2016",2021-08-31,"Melaka",0,"Alpha B.1.1.7","voc"
"2017",2021-08-31,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"2018",2021-08-31,"Pahang",0,"Alpha B.1.1.7","voc"
"2019",2021-08-31,"Malaysia",9,"Alpha B.1.1.7","voc"
"2020",2021-08-31,"Selangor",0,"Beta B.1.351","voc"
"2021",2021-08-31,"Kelantan",0,"Beta B.1.351","voc"
"2022",2021-08-31,"Sarawak",1,"Beta B.1.351","voc"
"2023",2021-08-31,"W.P. Kuala Lumpur",0,"Beta B.1.351","voc"
"2024",2021-08-31,"Kedah",0,"Beta B.1.351","voc"
"2025",2021-08-31,"Perak",0,"Beta B.1.351","voc"
"2026",2021-08-31,"Johor",0,"Beta B.1.351","voc"
"2027",2021-08-31,"W.P. Putrajaya",0,"Beta B.1.351","voc"
"2028",2021-08-31,"Terengganu",0,"Beta B.1.351","voc"
"2029",2021-08-31,"Negeri Sembilan",0,"Beta B.1.351","voc"
"2030",2021-08-31,"Sabah",0,"Beta B.1.351","voc"
"2031",2021-08-31,"Perlis",0,"Beta B.1.351","voc"
"2032",2021-08-31,"Pulau Pinang",0,"Beta B.1.351","voc"
"2033",2021-08-31,"Melaka",0,"Beta B.1.351","voc"
"2034",2021-08-31,"W.P. Labuan",0,"Beta B.1.351","voc"
"2035",2021-08-31,"Pahang",0,"Beta B.1.351","voc"
"2036",2021-08-31,"Malaysia",1,"Beta B.1.351","voc"
"2037",2021-08-31,"Selangor",48,"Beta B.1.351","voc"
"2038",2021-08-31,"Kelantan",25,"Beta B.1.351","voc"
"2039",2021-08-31,"Sarawak",46,"Beta B.1.351","voc"
"2040",2021-08-31,"W.P. Kuala Lumpur",9,"Beta B.1.351","voc"
"2041",2021-08-31,"Kedah",14,"Beta B.1.351","voc"
"2042",2021-08-31,"Perak",16,"Beta B.1.351","voc"
"2043",2021-08-31,"Johor",10,"Beta B.1.351","voc"
"2044",2021-08-31,"W.P. Putrajaya",3,"Beta B.1.351","voc"
"2045",2021-08-31,"Terengganu",9,"Beta B.1.351","voc"
"2046",2021-08-31,"Negeri Sembilan",3,"Beta B.1.351","voc"
"2047",2021-08-31,"Sabah",4,"Beta B.1.351","voc"
"2048",2021-08-31,"Perlis",4,"Beta B.1.351","voc"
"2049",2021-08-31,"Pulau Pinang",8,"Beta B.1.351","voc"
"2050",2021-08-31,"Melaka",7,"Beta B.1.351","voc"
"2051",2021-08-31,"W.P. Labuan",0,"Beta B.1.351","voc"
"2052",2021-08-31,"Pahang",2,"Beta B.1.351","voc"
"2053",2021-08-31,"Malaysia",208,"Beta B.1.351","voc"
"2054",2021-08-31,"Selangor",3,"Delta B.1.617.2","voc"
"2055",2021-08-31,"Kelantan",0,"Delta B.1.617.2","voc"
"2056",2021-08-31,"Sarawak",1,"Delta B.1.617.2","voc"
"2057",2021-08-31,"W.P. Kuala Lumpur",6,"Delta B.1.617.2","voc"
"2058",2021-08-31,"Kedah",0,"Delta B.1.617.2","voc"
"2059",2021-08-31,"Perak",0,"Delta B.1.617.2","voc"
"2060",2021-08-31,"Johor",1,"Delta B.1.617.2","voc"
"2061",2021-08-31,"W.P. Putrajaya",0,"Delta B.1.617.2","voc"
"2062",2021-08-31,"Terengganu",0,"Delta B.1.617.2","voc"
"2063",2021-08-31,"Negeri Sembilan",0,"Delta B.1.617.2","voc"
"2064",2021-08-31,"Sabah",0,"Delta B.1.617.2","voc"
"2065",2021-08-31,"Perlis",0,"Delta B.1.617.2","voc"
"2066",2021-08-31,"Pulau Pinang",1,"Delta B.1.617.2","voc"
"2067",2021-08-31,"Melaka",0,"Delta B.1.617.2","voc"
"2068",2021-08-31,"W.P. Labuan",4,"Delta B.1.617.2","voc"
"2069",2021-08-31,"Pahang",0,"Delta B.1.617.2","voc"
"2070",2021-08-31,"Malaysia",16,"Delta B.1.617.2","voc"
"2071",2021-08-31,"Selangor",77,"Delta B.1.617.2","voc"
"2072",2021-08-31,"Kelantan",3,"Delta B.1.617.2","voc"
"2073",2021-08-31,"Sarawak",695,"Delta B.1.617.2","voc"
"2074",2021-08-31,"W.P. Kuala Lumpur",15,"Delta B.1.617.2","voc"
"2075",2021-08-31,"Kedah",14,"Delta B.1.617.2","voc"
"2076",2021-08-31,"Perak",7,"Delta B.1.617.2","voc"
"2077",2021-08-31,"Johor",18,"Delta B.1.617.2","voc"
"2078",2021-08-31,"W.P. Putrajaya",6,"Delta B.1.617.2","voc"
"2079",2021-08-31,"Terengganu",7,"Delta B.1.617.2","voc"
"2080",2021-08-31,"Negeri Sembilan",17,"Delta B.1.617.2","voc"
"2081",2021-08-31,"Sabah",9,"Delta B.1.617.2","voc"
"2082",2021-08-31,"Perlis",5,"Delta B.1.617.2","voc"
"2083",2021-08-31,"Pulau Pinang",31,"Delta B.1.617.2","voc"
"2084",2021-08-31,"Melaka",10,"Delta B.1.617.2","voc"
"2085",2021-08-31,"W.P. Labuan",10,"Delta B.1.617.2","voc"
"2086",2021-08-31,"Pahang",38,"Delta B.1.617.2","voc"
"2087",2021-08-31,"Malaysia",962,"Delta B.1.617.2","voc"
"2088",2021-08-31,"Selangor",1,"Kappa B.1.617.1","voc"
"2089",2021-08-31,"Kelantan",0,"Kappa B.1.617.1","voc"
"2090",2021-08-31,"Sarawak",0,"Kappa B.1.617.1","voc"
"2091",2021-08-31,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"2092",2021-08-31,"Kedah",0,"Kappa B.1.617.1","voc"
"2093",2021-08-31,"Perak",0,"Kappa B.1.617.1","voc"
"2094",2021-08-31,"Johor",3,"Kappa B.1.617.1","voc"
"2095",2021-08-31,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"2096",2021-08-31,"Terengganu",0,"Kappa B.1.617.1","voc"
"2097",2021-08-31,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"2098",2021-08-31,"Sabah",0,"Kappa B.1.617.1","voc"
"2099",2021-08-31,"Perlis",0,"Kappa B.1.617.1","voc"
"2100",2021-08-31,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"2101",2021-08-31,"Melaka",0,"Kappa B.1.617.1","voc"
"2102",2021-08-31,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"2103",2021-08-31,"Pahang",0,"Kappa B.1.617.1","voc"
"2104",2021-08-31,"Malaysia",4,"Kappa B.1.617.1","voc"
"2105",2021-08-31,"Selangor",0,"Kappa B.1.617.1","voc"
