"","date","state","variant_count","variant","status"
"856",2021-06-24,"Negeri Sembilan",3,"Delta B.1.617.2","voc"
"857",2021-06-24,"Sabah",0,"Delta B.1.617.2","voc"
"858",2021-06-24,"Perlis",1,"Delta B.1.617.2","voc"
"859",2021-06-24,"Pulau Pinang",0,"Delta B.1.617.2","voc"
"860",2021-06-24,"Melaka",0,"Delta B.1.617.2","voc"
"861",2021-06-24,"W.P. Labuan",2,"Delta B.1.617.2","voc"
"862",2021-06-24,"Pahang",0,"Delta B.1.617.2","voc"
"863",2021-06-24,"Malaysia",13,"Delta B.1.617.2","voc"
"864",2021-06-24,"Selangor",1,"Kappa B.1.617.1","voc"
"865",2021-06-24,"Kelantan",0,"Kappa B.1.617.1","voc"
"866",2021-06-24,"Sarawak",0,"Kappa B.1.617.1","voc"
"867",2021-06-24,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"868",2021-06-24,"Kedah",0,"Kappa B.1.617.1","voc"
"869",2021-06-24,"Perak",0,"Kappa B.1.617.1","voc"
"870",2021-06-24,"Johor",0,"Kappa B.1.617.1","voc"
"871",2021-06-24,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"872",2021-06-24,"Terengganu",0,"Kappa B.1.617.1","voc"
"873",2021-06-24,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"874",2021-06-24,"Sabah",0,"Kappa B.1.617.1","voc"
"875",2021-06-24,"Perlis",0,"Kappa B.1.617.1","voc"
"876",2021-06-24,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"877",2021-06-24,"Melaka",0,"Kappa B.1.617.1","voc"
"878",2021-06-24,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"879",2021-06-24,"Pahang",0,"Kappa B.1.617.1","voc"
"880",2021-06-24,"Malaysia",1,"Kappa B.1.617.1","voc"
"881",2021-06-24,"Selangor",0,"Kappa B.1.617.1","voc"
"882",2021-06-24,"Kelantan",0,"Kappa B.1.617.1","voc"
"883",2021-06-24,"Sarawak",0,"Kappa B.1.617.1","voc"
"884",2021-06-24,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"885",2021-06-24,"Kedah",0,"Kappa B.1.617.1","voc"
"886",2021-06-24,"Perak",0,"Kappa B.1.617.1","voc"
"887",2021-06-24,"Johor",0,"Kappa B.1.617.1","voc"
"888",2021-06-24,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"889",2021-06-24,"Terengganu",0,"Kappa B.1.617.1","voc"
"890",2021-06-24,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"891",2021-06-24,"Sabah",0,"Kappa B.1.617.1","voc"
"892",2021-06-24,"Perlis",0,"Kappa B.1.617.1","voc"
"893",2021-06-24,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"894",2021-06-24,"Melaka",0,"Kappa B.1.617.1","voc"
"895",2021-06-24,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"896",2021-06-24,"Pahang",0,"Kappa B.1.617.1","voc"
"897",2021-06-24,"Malaysia",0,"Kappa B.1.617.1","voc"
"898",2021-06-24,"Selangor",0,"Theta P.3","voi"
"899",2021-06-24,"Kelantan",0,"Theta P.3","voi"
"900",2021-06-24,"Sarawak",0,"Theta P.3","voi"
"901",2021-06-24,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"902",2021-06-24,"Kedah",0,"Theta P.3","voi"
"903",2021-06-24,"Perak",0,"Theta P.3","voi"
"904",2021-06-24,"Johor",0,"Theta P.3","voi"
"905",2021-06-24,"W.P. Putrajaya",0,"Theta P.3","voi"
"906",2021-06-24,"Terengganu",0,"Theta P.3","voi"
"907",2021-06-24,"Negeri Sembilan",0,"Theta P.3","voi"
"908",2021-06-24,"Sabah",0,"Theta P.3","voi"
"909",2021-06-24,"Perlis",0,"Theta P.3","voi"
"910",2021-06-24,"Pulau Pinang",0,"Theta P.3","voi"
"911",2021-06-24,"Melaka",0,"Theta P.3","voi"
"912",2021-06-24,"W.P. Labuan",0,"Theta P.3","voi"
"913",2021-06-24,"Pahang",0,"Theta P.3","voi"
"914",2021-06-24,"Malaysia",0,"Theta P.3","voi"
"915",2021-06-24,"Selangor",0,"Theta P.3","voi"
"916",2021-06-24,"Kelantan",0,"Theta P.3","voi"
"917",2021-06-24,"Sarawak",12,"Theta P.3","voi"
"918",2021-06-24,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"919",2021-06-24,"Kedah",0,"Theta P.3","voi"
"920",2021-06-24,"Perak",0,"Theta P.3","voi"
"921",2021-06-24,"Johor",0,"Theta P.3","voi"
"922",2021-06-24,"W.P. Putrajaya",0,"Theta P.3","voi"
"923",2021-06-24,"Terengganu",0,"Theta P.3","voi"
"924",2021-06-24,"Negeri Sembilan",0,"Theta P.3","voi"
"925",2021-06-24,"Sabah",0,"Theta P.3","voi"
"926",2021-06-24,"Perlis",0,"Theta P.3","voi"
"927",2021-06-24,"Pulau Pinang",0,"Theta P.3","voi"
"928",2021-06-24,"Melaka",0,"Theta P.3","voi"
"929",2021-06-24,"W.P. Labuan",0,"Theta P.3","voi"
"930",2021-06-24,"Pahang",0,"Theta P.3","voi"
"931",2021-06-24,"Malaysia",12,"Theta P.3","voi"
"932",2021-06-24,"Selangor",0,"Eta B.1.525","voi"
"933",2021-06-24,"Kelantan",0,"Eta B.1.525","voi"
"934",2021-06-24,"Sarawak",1,"Eta B.1.525","voi"
"935",2021-06-24,"W.P. Kuala Lumpur",2,"Eta B.1.525","voi"
"936",2021-06-24,"Kedah",0,"Eta B.1.525","voi"
"937",2021-06-24,"Perak",0,"Eta B.1.525","voi"
"938",2021-06-24,"Johor",0,"Eta B.1.525","voi"
"939",2021-06-24,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"940",2021-06-24,"Terengganu",0,"Eta B.1.525","voi"
"941",2021-06-24,"Negeri Sembilan",0,"Eta B.1.525","voi"
"942",2021-06-24,"Sabah",0,"Eta B.1.525","voi"
"943",2021-06-24,"Perlis",0,"Eta B.1.525","voi"
"944",2021-06-24,"Pulau Pinang",0,"Eta B.1.525","voi"
"945",2021-06-24,"Melaka",0,"Eta B.1.525","voi"
"946",2021-06-24,"W.P. Labuan",0,"Eta B.1.525","voi"
"947",2021-06-24,"Pahang",0,"Eta B.1.525","voi"
"948",2021-06-24,"Malaysia",3,"Eta B.1.525","voi"
"949",2021-06-24,"Selangor",0,"Eta B.1.525","voi"
"950",2021-06-24,"Kelantan",0,"Eta B.1.525","voi"
"951",2021-06-24,"Sarawak",0,"Eta B.1.525","voi"
"952",2021-06-24,"W.P. Kuala Lumpur",0,"Eta B.1.525","voi"
"953",2021-06-24,"Kedah",0,"Eta B.1.525","voi"
"954",2021-06-24,"Perak",0,"Eta B.1.525","voi"
"955",2021-06-24,"Johor",0,"Eta B.1.525","voi"
"956",2021-06-24,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"957",2021-06-24,"Terengganu",0,"Eta B.1.525","voi"
"958",2021-06-24,"Negeri Sembilan",0,"Eta B.1.525","voi"
"959",2021-06-24,"Sabah",0,"Eta B.1.525","voi"
"960",2021-06-24,"Perlis",0,"Eta B.1.525","voi"
"961",2021-06-24,"Pulau Pinang",0,"Eta B.1.525","voi"
"962",2021-06-24,"Melaka",0,"Eta B.1.525","voi"
"963",2021-06-24,"W.P. Labuan",0,"Eta B.1.525","voi"
"964",2021-06-24,"Pahang",0,"Eta B.1.525","voi"
"965",2021-06-24,"Malaysia",0,"Eta B.1.525","voi"
"966",2021-07-01,"Selangor",2,"Alpha B.1.1.7","voc"
"967",2021-07-01,"Kelantan",0,"Alpha B.1.1.7","voc"
"968",2021-07-01,"Sarawak",0,"Alpha B.1.1.7","voc"
"969",2021-07-01,"W.P. Kuala Lumpur",3,"Alpha B.1.1.7","voc"
"970",2021-07-01,"Kedah",0,"Alpha B.1.1.7","voc"
"971",2021-07-01,"Perak",0,"Alpha B.1.1.7","voc"
"972",2021-07-01,"Johor",0,"Alpha B.1.1.7","voc"
"973",2021-07-01,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"974",2021-07-01,"Terengganu",0,"Alpha B.1.1.7","voc"
"975",2021-07-01,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"976",2021-07-01,"Sabah",0,"Alpha B.1.1.7","voc"
"977",2021-07-01,"Perlis",0,"Alpha B.1.1.7","voc"
"978",2021-07-01,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"979",2021-07-01,"Melaka",0,"Alpha B.1.1.7","voc"
"980",2021-07-01,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"981",2021-07-01,"Pahang",0,"Alpha B.1.1.7","voc"
"982",2021-07-01,"Malaysia",5,"Alpha B.1.1.7","voc"
"983",2021-07-01,"Selangor",3,"Alpha B.1.1.7","voc"
"984",2021-07-01,"Kelantan",0,"Alpha B.1.1.7","voc"
"985",2021-07-01,"Sarawak",0,"Alpha B.1.1.7","voc"
"986",2021-07-01,"W.P. Kuala Lumpur",0,"Alpha B.1.1.7","voc"
"987",2021-07-01,"Kedah",0,"Alpha B.1.1.7","voc"
"988",2021-07-01,"Perak",0,"Alpha B.1.1.7","voc"
"989",2021-07-01,"Johor",0,"Alpha B.1.1.7","voc"
"990",2021-07-01,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"991",2021-07-01,"Terengganu",0,"Alpha B.1.1.7","voc"
"992",2021-07-01,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"993",2021-07-01,"Sabah",3,"Alpha B.1.1.7","voc"
"994",2021-07-01,"Perlis",0,"Alpha B.1.1.7","voc"
"995",2021-07-01,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"996",2021-07-01,"Melaka",0,"Alpha B.1.1.7","voc"
"997",2021-07-01,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"998",2021-07-01,"Pahang",0,"Alpha B.1.1.7","voc"
"999",2021-07-01,"Malaysia",6,"Alpha B.1.1.7","voc"
"1000",2021-07-01,"Selangor",0,"Beta B.1.351","voc"
"1001",2021-07-01,"Kelantan",0,"Beta B.1.351","voc"
"1002",2021-07-01,"Sarawak",0,"Beta B.1.351","voc"
"1003",2021-07-01,"W.P. Kuala Lumpur",0,"Beta B.1.351","voc"
"1004",2021-07-01,"Kedah",0,"Beta B.1.351","voc"
"1005",2021-07-01,"Perak",0,"Beta B.1.351","voc"
"1006",2021-07-01,"Johor",0,"Beta B.1.351","voc"
"1007",2021-07-01,"W.P. Putrajaya",0,"Beta B.1.351","voc"
"1008",2021-07-01,"Terengganu",0,"Beta B.1.351","voc"
"1009",2021-07-01,"Negeri Sembilan",0,"Beta B.1.351","voc"
"1010",2021-07-01,"Sabah",0,"Beta B.1.351","voc"
"1011",2021-07-01,"Perlis",0,"Beta B.1.351","voc"
"1012",2021-07-01,"Pulau Pinang",0,"Beta B.1.351","voc"
"1013",2021-07-01,"Melaka",0,"Beta B.1.351","voc"
"1014",2021-07-01,"W.P. Labuan",0,"Beta B.1.351","voc"
"1015",2021-07-01,"Pahang",0,"Beta B.1.351","voc"
"1016",2021-07-01,"Malaysia",0,"Beta B.1.351","voc"
"1017",2021-07-01,"Selangor",46,"Beta B.1.351","voc"
"1018",2021-07-01,"Kelantan",24,"Beta B.1.351","voc"
"1019",2021-07-01,"Sarawak",7,"Beta B.1.351","voc"
"1020",2021-07-01,"W.P. Kuala Lumpur",8,"Beta B.1.351","voc"
"1021",2021-07-01,"Kedah",13,"Beta B.1.351","voc"
"1022",2021-07-01,"Perak",12,"Beta B.1.351","voc"
"1023",2021-07-01,"Johor",8,"Beta B.1.351","voc"
"1024",2021-07-01,"W.P. Putrajaya",3,"Beta B.1.351","voc"
"1025",2021-07-01,"Terengganu",5,"Beta B.1.351","voc"
"1026",2021-07-01,"Negeri Sembilan",2,"Beta B.1.351","voc"
"1027",2021-07-01,"Sabah",4,"Beta B.1.351","voc"
"1028",2021-07-01,"Perlis",4,"Beta B.1.351","voc"
"1029",2021-07-01,"Pulau Pinang",5,"Beta B.1.351","voc"
"1030",2021-07-01,"Melaka",4,"Beta B.1.351","voc"
"1031",2021-07-01,"W.P. Labuan",0,"Beta B.1.351","voc"
"1032",2021-07-01,"Pahang",2,"Beta B.1.351","voc"
"1033",2021-07-01,"Malaysia",147,"Beta B.1.351","voc"
"1034",2021-07-01,"Selangor",2,"Delta B.1.617.2","voc"
"1035",2021-07-01,"Kelantan",0,"Delta B.1.617.2","voc"
"1036",2021-07-01,"Sarawak",0,"Delta B.1.617.2","voc"
"1037",2021-07-01,"W.P. Kuala Lumpur",1,"Delta B.1.617.2","voc"
"1038",2021-07-01,"Kedah",0,"Delta B.1.617.2","voc"
"1039",2021-07-01,"Perak",0,"Delta B.1.617.2","voc"
"1040",2021-07-01,"Johor",1,"Delta B.1.617.2","voc"
"1041",2021-07-01,"W.P. Putrajaya",0,"Delta B.1.617.2","voc"
"1042",2021-07-01,"Terengganu",0,"Delta B.1.617.2","voc"
"1043",2021-07-01,"Negeri Sembilan",0,"Delta B.1.617.2","voc"
"1044",2021-07-01,"Sabah",0,"Delta B.1.617.2","voc"
"1045",2021-07-01,"Perlis",0,"Delta B.1.617.2","voc"
"1046",2021-07-01,"Pulau Pinang",1,"Delta B.1.617.2","voc"
"1047",2021-07-01,"Melaka",0,"Delta B.1.617.2","voc"
"1048",2021-07-01,"W.P. Labuan",4,"Delta B.1.617.2","voc"
"1049",2021-07-01,"Pahang",0,"Delta B.1.617.2","voc"
"1050",2021-07-01,"Malaysia",9,"Delta B.1.617.2","voc"
"1051",2021-07-01,"Selangor",0,"Delta B.1.617.2","voc"
"1052",2021-07-01,"Kelantan",0,"Delta B.1.617.2","voc"
"1053",2021-07-01,"Sarawak",0,"Delta B.1.617.2","voc"
"1054",2021-07-01,"W.P. Kuala Lumpur",7,"Delta B.1.617.2","voc"
"1055",2021-07-01,"Kedah",2,"Delta B.1.617.2","voc"
"1056",2021-07-01,"Perak",0,"Delta B.1.617.2","voc"
"1057",2021-07-01,"Johor",2,"Delta B.1.617.2","voc"
"1058",2021-07-01,"W.P. Putrajaya",2,"Delta B.1.617.2","voc"
"1059",2021-07-01,"Terengganu",0,"Delta B.1.617.2","voc"
"1060",2021-07-01,"Negeri Sembilan",6,"Delta B.1.617.2","voc"
"1061",2021-07-01,"Sabah",2,"Delta B.1.617.2","voc"
"1062",2021-07-01,"Perlis",1,"Delta B.1.617.2","voc"
"1063",2021-07-01,"Pulau Pinang",0,"Delta B.1.617.2","voc"
"1064",2021-07-01,"Melaka",2,"Delta B.1.617.2","voc"
"1065",2021-07-01,"W.P. Labuan",5,"Delta B.1.617.2","voc"
"1066",2021-07-01,"Pahang",2,"Delta B.1.617.2","voc"
"1067",2021-07-01,"Malaysia",31,"Delta B.1.617.2","voc"
"1068",2021-07-01,"Selangor",1,"Kappa B.1.617.1","voc"
"1069",2021-07-01,"Kelantan",0,"Kappa B.1.617.1","voc"
"1070",2021-07-01,"Sarawak",0,"Kappa B.1.617.1","voc"
"1071",2021-07-01,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"1072",2021-07-01,"Kedah",0,"Kappa B.1.617.1","voc"
"1073",2021-07-01,"Perak",0,"Kappa B.1.617.1","voc"
"1074",2021-07-01,"Johor",3,"Kappa B.1.617.1","voc"
"1075",2021-07-01,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"1076",2021-07-01,"Terengganu",0,"Kappa B.1.617.1","voc"
"1077",2021-07-01,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"1078",2021-07-01,"Sabah",0,"Kappa B.1.617.1","voc"
"1079",2021-07-01,"Perlis",0,"Kappa B.1.617.1","voc"
"1080",2021-07-01,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"1081",2021-07-01,"Melaka",0,"Kappa B.1.617.1","voc"
"1082",2021-07-01,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"1083",2021-07-01,"Pahang",0,"Kappa B.1.617.1","voc"
"1084",2021-07-01,"Malaysia",4,"Kappa B.1.617.1","voc"
"1085",2021-07-01,"Selangor",0,"Kappa B.1.617.1","voc"
"1086",2021-07-01,"Kelantan",0,"Kappa B.1.617.1","voc"
"1087",2021-07-01,"Sarawak",0,"Kappa B.1.617.1","voc"
"1088",2021-07-01,"W.P. Kuala Lumpur",0,"Kappa B.1.617.1","voc"
"1089",2021-07-01,"Kedah",0,"Kappa B.1.617.1","voc"
"1090",2021-07-01,"Perak",0,"Kappa B.1.617.1","voc"
"1091",2021-07-01,"Johor",0,"Kappa B.1.617.1","voc"
"1092",2021-07-01,"W.P. Putrajaya",0,"Kappa B.1.617.1","voc"
"1093",2021-07-01,"Terengganu",0,"Kappa B.1.617.1","voc"
"1094",2021-07-01,"Negeri Sembilan",0,"Kappa B.1.617.1","voc"
"1095",2021-07-01,"Sabah",0,"Kappa B.1.617.1","voc"
"1096",2021-07-01,"Perlis",0,"Kappa B.1.617.1","voc"
"1097",2021-07-01,"Pulau Pinang",0,"Kappa B.1.617.1","voc"
"1098",2021-07-01,"Melaka",0,"Kappa B.1.617.1","voc"
"1099",2021-07-01,"W.P. Labuan",0,"Kappa B.1.617.1","voc"
"1100",2021-07-01,"Pahang",0,"Kappa B.1.617.1","voc"
"1101",2021-07-01,"Malaysia",0,"Kappa B.1.617.1","voc"
"1102",2021-07-01,"Selangor",0,"Theta P.3","voi"
"1103",2021-07-01,"Kelantan",0,"Theta P.3","voi"
"1104",2021-07-01,"Sarawak",0,"Theta P.3","voi"
"1105",2021-07-01,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"1106",2021-07-01,"Kedah",0,"Theta P.3","voi"
"1107",2021-07-01,"Perak",0,"Theta P.3","voi"
"1108",2021-07-01,"Johor",0,"Theta P.3","voi"
"1109",2021-07-01,"W.P. Putrajaya",0,"Theta P.3","voi"
"1110",2021-07-01,"Terengganu",0,"Theta P.3","voi"
"1111",2021-07-01,"Negeri Sembilan",0,"Theta P.3","voi"
"1112",2021-07-01,"Sabah",0,"Theta P.3","voi"
"1113",2021-07-01,"Perlis",0,"Theta P.3","voi"
"1114",2021-07-01,"Pulau Pinang",0,"Theta P.3","voi"
"1115",2021-07-01,"Melaka",0,"Theta P.3","voi"
"1116",2021-07-01,"W.P. Labuan",0,"Theta P.3","voi"
"1117",2021-07-01,"Pahang",0,"Theta P.3","voi"
"1118",2021-07-01,"Malaysia",0,"Theta P.3","voi"
"1119",2021-07-01,"Selangor",0,"Theta P.3","voi"
"1120",2021-07-01,"Kelantan",0,"Theta P.3","voi"
"1121",2021-07-01,"Sarawak",12,"Theta P.3","voi"
"1122",2021-07-01,"W.P. Kuala Lumpur",0,"Theta P.3","voi"
"1123",2021-07-01,"Kedah",0,"Theta P.3","voi"
"1124",2021-07-01,"Perak",0,"Theta P.3","voi"
"1125",2021-07-01,"Johor",0,"Theta P.3","voi"
"1126",2021-07-01,"W.P. Putrajaya",0,"Theta P.3","voi"
"1127",2021-07-01,"Terengganu",0,"Theta P.3","voi"
"1128",2021-07-01,"Negeri Sembilan",0,"Theta P.3","voi"
"1129",2021-07-01,"Sabah",0,"Theta P.3","voi"
"1130",2021-07-01,"Perlis",0,"Theta P.3","voi"
"1131",2021-07-01,"Pulau Pinang",0,"Theta P.3","voi"
"1132",2021-07-01,"Melaka",0,"Theta P.3","voi"
"1133",2021-07-01,"W.P. Labuan",0,"Theta P.3","voi"
"1134",2021-07-01,"Pahang",0,"Theta P.3","voi"
"1135",2021-07-01,"Malaysia",12,"Theta P.3","voi"
"1136",2021-07-01,"Selangor",0,"Eta B.1.525","voi"
"1137",2021-07-01,"Kelantan",0,"Eta B.1.525","voi"
"1138",2021-07-01,"Sarawak",1,"Eta B.1.525","voi"
"1139",2021-07-01,"W.P. Kuala Lumpur",2,"Eta B.1.525","voi"
"1140",2021-07-01,"Kedah",0,"Eta B.1.525","voi"
"1141",2021-07-01,"Perak",0,"Eta B.1.525","voi"
"1142",2021-07-01,"Johor",0,"Eta B.1.525","voi"
"1143",2021-07-01,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"1144",2021-07-01,"Terengganu",0,"Eta B.1.525","voi"
"1145",2021-07-01,"Negeri Sembilan",0,"Eta B.1.525","voi"
"1146",2021-07-01,"Sabah",0,"Eta B.1.525","voi"
"1147",2021-07-01,"Perlis",0,"Eta B.1.525","voi"
"1148",2021-07-01,"Pulau Pinang",0,"Eta B.1.525","voi"
"1149",2021-07-01,"Melaka",0,"Eta B.1.525","voi"
"1150",2021-07-01,"W.P. Labuan",0,"Eta B.1.525","voi"
"1151",2021-07-01,"Pahang",0,"Eta B.1.525","voi"
"1152",2021-07-01,"Malaysia",3,"Eta B.1.525","voi"
"1153",2021-07-01,"Selangor",0,"Eta B.1.525","voi"
"1154",2021-07-01,"Kelantan",0,"Eta B.1.525","voi"
"1155",2021-07-01,"Sarawak",0,"Eta B.1.525","voi"
"1156",2021-07-01,"W.P. Kuala Lumpur",0,"Eta B.1.525","voi"
"1157",2021-07-01,"Kedah",0,"Eta B.1.525","voi"
"1158",2021-07-01,"Perak",0,"Eta B.1.525","voi"
"1159",2021-07-01,"Johor",0,"Eta B.1.525","voi"
"1160",2021-07-01,"W.P. Putrajaya",0,"Eta B.1.525","voi"
"1161",2021-07-01,"Terengganu",0,"Eta B.1.525","voi"
"1162",2021-07-01,"Negeri Sembilan",0,"Eta B.1.525","voi"
"1163",2021-07-01,"Sabah",0,"Eta B.1.525","voi"
"1164",2021-07-01,"Perlis",0,"Eta B.1.525","voi"
"1165",2021-07-01,"Pulau Pinang",0,"Eta B.1.525","voi"
"1166",2021-07-01,"Melaka",0,"Eta B.1.525","voi"
"1167",2021-07-01,"W.P. Labuan",0,"Eta B.1.525","voi"
"1168",2021-07-01,"Pahang",0,"Eta B.1.525","voi"
"1169",2021-07-01,"Malaysia",0,"Eta B.1.525","voi"
"1170",2021-07-13,"Selangor",2,"Alpha B.1.1.7","voc"
"1171",2021-07-13,"Kelantan",0,"Alpha B.1.1.7","voc"
"1172",2021-07-13,"Sarawak",0,"Alpha B.1.1.7","voc"
"1173",2021-07-13,"W.P. Kuala Lumpur",3,"Alpha B.1.1.7","voc"
"1174",2021-07-13,"Kedah",0,"Alpha B.1.1.7","voc"
"1175",2021-07-13,"Perak",0,"Alpha B.1.1.7","voc"
"1176",2021-07-13,"Johor",0,"Alpha B.1.1.7","voc"
"1177",2021-07-13,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"1178",2021-07-13,"Terengganu",0,"Alpha B.1.1.7","voc"
"1179",2021-07-13,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"1180",2021-07-13,"Sabah",0,"Alpha B.1.1.7","voc"
"1181",2021-07-13,"Perlis",0,"Alpha B.1.1.7","voc"
"1182",2021-07-13,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"1183",2021-07-13,"Melaka",0,"Alpha B.1.1.7","voc"
"1184",2021-07-13,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"1185",2021-07-13,"Pahang",0,"Alpha B.1.1.7","voc"
"1186",2021-07-13,"Malaysia",5,"Alpha B.1.1.7","voc"
"1187",2021-07-13,"Selangor",3,"Alpha B.1.1.7","voc"
"1188",2021-07-13,"Kelantan",0,"Alpha B.1.1.7","voc"
"1189",2021-07-13,"Sarawak",0,"Alpha B.1.1.7","voc"
"1190",2021-07-13,"W.P. Kuala Lumpur",0,"Alpha B.1.1.7","voc"
"1191",2021-07-13,"Kedah",0,"Alpha B.1.1.7","voc"
"1192",2021-07-13,"Perak",0,"Alpha B.1.1.7","voc"
"1193",2021-07-13,"Johor",0,"Alpha B.1.1.7","voc"
"1194",2021-07-13,"W.P. Putrajaya",0,"Alpha B.1.1.7","voc"
"1195",2021-07-13,"Terengganu",0,"Alpha B.1.1.7","voc"
"1196",2021-07-13,"Negeri Sembilan",0,"Alpha B.1.1.7","voc"
"1197",2021-07-13,"Sabah",3,"Alpha B.1.1.7","voc"
"1198",2021-07-13,"Perlis",0,"Alpha B.1.1.7","voc"
"1199",2021-07-13,"Pulau Pinang",0,"Alpha B.1.1.7","voc"
"1200",2021-07-13,"Melaka",0,"Alpha B.1.1.7","voc"
"1201",2021-07-13,"W.P. Labuan",0,"Alpha B.1.1.7","voc"
"1202",2021-07-13,"Pahang",0,"Alpha B.1.1.7","voc"
"1203",2021-07-13,"Malaysia",6,"Alpha B.1.1.7","voc"
"1204",2021-07-13,"Selangor",0,"Beta B.1.351","voc"
"1205",2021-07-13,"Kelantan",0,"Beta B.1.351","voc"
"1206",2021-07-13,"Sarawak",1,"Beta B.1.351","voc"
"1207",2021-07-13,"W.P. Kuala Lumpur",0,"Beta B.1.351","voc"
"1208",2021-07-13,"Kedah",0,"Beta B.1.351","voc"
"1209",2021-07-13,"Perak",0,"Beta B.1.351","voc"
"1210",2021-07-13,"Johor",0,"Beta B.1.351","voc"
"1211",2021-07-13,"W.P. Putrajaya",0,"Beta B.1.351","voc"
"1212",2021-07-13,"Terengganu",0,"Beta B.1.351","voc"
"1213",2021-07-13,"Negeri Sembilan",0,"Beta B.1.351","voc"
"1214",2021-07-13,"Sabah",0,"Beta B.1.351","voc"
"1215",2021-07-13,"Perlis",0,"Beta B.1.351","voc"
"1216",2021-07-13,"Pulau Pinang",0,"Beta B.1.351","voc"
"1217",2021-07-13,"Melaka",0,"Beta B.1.351","voc"
"1218",2021-07-13,"W.P. Labuan",0,"Beta B.1.351","voc"
"1219",2021-07-13,"Pahang",0,"Beta B.1.351","voc"
"1220",2021-07-13,"Malaysia",1,"Beta B.1.351","voc"
"1221",2021-07-13,"Selangor",47,"Beta B.1.351","voc"
"1222",2021-07-13,"Kelantan",24,"Beta B.1.351","voc"
"1223",2021-07-13,"Sarawak",43,"Beta B.1.351","voc"
"1224",2021-07-13,"W.P. Kuala Lumpur",9,"Beta B.1.351","voc"
"1225",2021-07-13,"Kedah",13,"Beta B.1.351","voc"
"1226",2021-07-13,"Perak",13,"Beta B.1.351","voc"
"1227",2021-07-13,"Johor",8,"Beta B.1.351","voc"
"1228",2021-07-13,"W.P. Putrajaya",3,"Beta B.1.351","voc"
"1229",2021-07-13,"Terengganu",9,"Beta B.1.351","voc"
"1230",2021-07-13,"Negeri Sembilan",2,"Beta B.1.351","voc"
"1231",2021-07-13,"Sabah",4,"Beta B.1.351","voc"
"1232",2021-07-13,"Perlis",4,"Beta B.1.351","voc"
"1233",2021-07-13,"Pulau Pinang",6,"Beta B.1.351","voc"
"1234",2021-07-13,"Melaka",7,"Beta B.1.351","voc"
"1235",2021-07-13,"W.P. Labuan",0,"Beta B.1.351","voc"
"1236",2021-07-13,"Pahang",2,"Beta B.1.351","voc"
"1237",2021-07-13,"Malaysia",194,"Beta B.1.351","voc"
"1238",2021-07-13,"Selangor",2,"Delta B.1.617.2","voc"
"1239",2021-07-13,"Kelantan",0,"Delta B.1.617.2","voc"
"1240",2021-07-13,"Sarawak",0,"Delta B.1.617.2","voc"
"1241",2021-07-13,"W.P. Kuala Lumpur",1,"Delta B.1.617.2","voc"
"1242",2021-07-13,"Kedah",0,"Delta B.1.617.2","voc"
"1243",2021-07-13,"Perak",0,"Delta B.1.617.2","voc"
"1244",2021-07-13,"Johor",1,"Delta B.1.617.2","voc"
"1245",2021-07-13,"W.P. Putrajaya",0,"Delta B.1.617.2","voc"
"1246",2021-07-13,"Terengganu",0,"Delta B.1.617.2","voc"
"1247",2021-07-13,"Negeri Sembilan",0,"Delta B.1.617.2","voc"
"1248",2021-07-13,"Sabah",0,"Delta B.1.617.2","voc"
"1249",2021-07-13,"Perlis",0,"Delta B.1.617.2","voc"
"1250",2021-07-13,"Pulau Pinang",1,"Delta B.1.617.2","voc"
